X,Y,time_period
18.0,4210.0,April 2019
19.0,3445.0,April 2019
20.0,2743.0,April 2019
21.0,1738.0,April 2019
22.0,1278.0,April 2019
23.0,865.0,April 2019
0.0,616.0,April 2019
1.0,449.0,April 2019
2.0,424.0,April 2019
3.0,559.0,April 2019
4.0,849.0,April 2019
5.0,2204.0,April 2019
7.0,6358.0,April 2019
8.0,5297.0,April 2019
9.0,4522.0,April 2019
10.0,4316.0,April 2019
11.0,4324.0,April 2019
12.0,4676.0,April 2019
13.0,4984.0,April 2019
14.0,5879.0,April 2019
20.0,3201.0,April 2019
21.0,2145.0,April 2019
22.0,1705.0,April 2019
23.0,1174.0,April 2019
0.0,997.0,April 2019
3.0,824.0,April 2019
10.0,4565.0,April 2019
12.0,4909.0,April 2019
13.0,5349.0,April 2019
14.0,4783.0,April 2019
20.0,3164.0,April 2019
7.0,6261.0,April 2019
8.0,5270.0,April 2019
15.0,5449.0,April 2019
16.0,5217.0,April 2019
17.0,5057.0,April 2019
4.0,965.0,April 2019
5.0,1389.0,April 2019
6.0,2063.0,April 2019
7.0,2630.0,April 2019
8.0,3353.0,April 2019
9.0,3887.0,April 2019
10.0,4270.0,April 2019
11.0,4154.0,April 2019
12.0,3896.0,April 2019
13.0,3760.0,April 2019
15.0,3493.0,April 2019
19.0,3139.0,April 2019
20.0,2540.0,April 2019
21.0,1890.0,April 2019
22.0,1322.0,April 2019
23.0,870.0,April 2019
0.0,658.0,April 2019
1.0,540.0,April 2019
2.0,391.0,April 2019
18.0,3492.0,April 2019
19.0,3504.0,April 2019
20.0,2810.0,April 2019
21.0,1867.0,April 2019
22.0,1468.0,April 2019
23.0,1003.0,April 2019
0.0,745.0,April 2019
1.0,594.0,April 2019
2.0,487.0,April 2019
3.0,455.0,April 2019
9.0,3565.0,April 2019
10.0,4037.0,April 2019
11.0,4148.0,April 2019
12.0,3997.0,April 2019
13.0,4008.0,April 2019
14.0,4199.0,April 2019
15.0,4373.0,April 2019
16.0,4319.0,April 2019
17.0,4940.0,April 2019
21.0,2465.0,April 2019
22.0,1640.0,April 2019
23.0,1043.0,April 2019
0.0,785.0,April 2019
1.0,623.0,April 2019
2.0,667.0,April 2019
3.0,720.0,April 2019
6.0,4958.0,April 2019
7.0,5734.0,April 2019
10.0,4464.0,April 2019
13.0,5200.0,April 2019
14.0,5989.0,April 2019
15.0,6795.0,April 2019
16.0,6186.0,April 2019
18.0,4262.0,April 2019
19.0,3412.0,April 2019
20.0,2487.0,April 2019
21.0,1625.0,April 2019
23.0,709.0,April 2019
0.0,590.0,April 2019
1.0,373.0,April 2019
2.0,434.0,April 2019
3.0,478.0,April 2019
4.0,787.0,April 2019
5.0,2182.0,April 2019
6.0,4953.0,April 2019
7.0,5991.0,April 2019
8.0,5244.0,April 2019
9.0,4238.0,April 2019
10.0,4153.0,April 2019
11.0,4349.0,April 2019
12.0,4398.0,April 2019
13.0,4877.0,April 2019
14.0,5701.0,April 2019
18.0,4153.0,April 2019
19.0,3560.0,April 2019
20.0,2865.0,April 2019
21.0,2022.0,April 2019
22.0,1564.0,April 2019
23.0,1055.0,April 2019
0.0,723.0,April 2019
1.0,538.0,April 2019
2.0,498.0,April 2019
3.0,534.0,April 2019
4.0,798.0,April 2019
5.0,2259.0,April 2019
9.0,4570.0,April 2019
11.0,4661.0,April 2019
13.0,5070.0,April 2019
14.0,5876.0,April 2019
18.0,4520.0,April 2019
19.0,3841.0,April 2019
20.0,3177.0,April 2019
21.0,2072.0,April 2019
22.0,1419.0,April 2019
23.0,951.0,April 2019
0.0,764.0,April 2019
1.0,638.0,April 2019
2.0,534.0,April 2019
3.0,587.0,April 2019
4.0,887.0,April 2019
5.0,2219.0,April 2019
6.0,5136.0,April 2019
7.0,6059.0,April 2019
8.0,5046.0,April 2019
15.0,5571.0,April 2019
16.0,4989.0,April 2019
17.0,4996.0,April 2019
23.0,1385.0,April 2019
1.0,928.0,April 2019
2.0,854.0,April 2019
5.0,1809.0,April 2019
6.0,2356.0,April 2019
7.0,2656.0,April 2019
8.0,3141.0,April 2019
9.0,4100.0,April 2019
10.0,4371.0,April 2019
11.0,4173.0,April 2019
20.0,2363.0,April 2019
21.0,1935.0,April 2019
0.0,980.0,April 2019
1.0,753.0,April 2019
2.0,612.0,April 2019
3.0,573.0,April 2019
4.0,658.0,April 2019
10.0,4008.0,April 2019
11.0,4404.0,April 2019
12.0,4196.0,April 2019
22.0,1182.0,April 2019
23.0,845.0,April 2019
0.0,577.0,April 2019
1.0,413.0,April 2019
2.0,374.0,April 2019
3.0,557.0,April 2019
4.0,848.0,April 2019
5.0,2037.0,April 2019
6.0,4028.0,April 2019
7.0,4172.0,April 2019
8.0,3886.0,April 2019
9.0,4113.0,April 2019
11.0,4710.0,April 2019
12.0,4605.0,April 2019
13.0,4996.0,April 2019
14.0,5112.0,April 2019
15.0,5768.0,April 2019
16.0,5506.0,April 2019
17.0,4729.0,April 2019
18.0,4032.0,April 2019
19.0,3155.0,April 2019
20.0,2375.0,April 2019
23.0,667.0,April 2019
0.0,537.0,April 2019
1.0,393.0,April 2019
2.0,398.0,April 2019
3.0,470.0,April 2019
4.0,751.0,April 2019
5.0,1852.0,April 2019
6.0,3654.0,April 2019
7.0,3863.0,April 2019
8.0,3597.0,April 2019
9.0,4177.0,April 2019
10.0,4582.0,April 2019
11.0,4617.0,April 2019
12.0,4719.0,April 2019
13.0,4774.0,April 2019
14.0,5492.0,April 2019
15.0,5873.0,April 2019
16.0,5539.0,April 2019
17.0,4966.0,April 2019
18.0,4336.0,April 2019
19.0,3673.0,April 2019
20.0,2822.0,April 2019
21.0,1939.0,April 2019
22.0,1420.0,April 2019
23.0,1066.0,April 2019
4.0,790.0,November 2019
5.0,956.0,November 2019
23.0,711.0,November 2019
0.0,530.0,November 2019
1.0,410.0,November 2019
2.0,379.0,November 2019
6.0,1050.0,November 2019
7.0,1545.0,November 2019
8.0,2228.0,November 2019
9.0,3282.0,November 2019
10.0,3974.0,November 2019
12.0,4218.0,November 2019
13.0,4177.0,November 2019
14.0,4134.0,November 2019
15.0,3991.0,November 2019
16.0,4039.0,November 2019
17.0,4025.0,November 2019
18.0,3574.0,November 2019
19.0,3048.0,November 2019
20.0,2353.0,November 2019
21.0,1673.0,November 2019
22.0,1215.0,November 2019
23.0,934.0,November 2019
1.0,549.0,November 2019
2.0,442.0,November 2019
3.0,388.0,November 2019
10.0,3590.0,November 2019
11.0,4228.0,November 2019
12.0,4291.0,November 2019
13.0,4212.0,November 2019
14.0,4168.0,November 2019
15.0,4427.0,November 2019
16.0,4351.0,November 2019
17.0,4278.0,November 2019
18.0,3823.0,November 2019
19.0,3190.0,November 2019
20.0,2365.0,November 2019
22.0,1298.0,November 2019
0.0,796.0,November 2019
6.0,4985.0,November 2019
7.0,5716.0,November 2019
8.0,4952.0,November 2019
10.0,3929.0,November 2019
11.0,4193.0,November 2019
12.0,4448.0,November 2019
13.0,4616.0,November 2019
14.0,5516.0,November 2019
18.0,3931.0,November 2019
19.0,3143.0,November 2019
20.0,2334.0,November 2019
21.0,1531.0,November 2019
23.0,608.0,November 2019
0.0,435.0,November 2019
1.0,339.0,November 2019
2.0,328.0,November 2019
3.0,430.0,November 2019
4.0,770.0,November 2019
5.0,2310.0,November 2019
6.0,4986.0,November 2019
7.0,5905.0,November 2019
8.0,5121.0,November 2019
9.0,4078.0,November 2019
10.0,3842.0,November 2019
11.0,3954.0,November 2019
12.0,4117.0,November 2019
13.0,4456.0,November 2019
14.0,5421.0,November 2019
15.0,6379.0,November 2019
16.0,5747.0,November 2019
17.0,4748.0,November 2019
18.0,3608.0,November 2019
19.0,2823.0,November 2019
20.0,2188.0,November 2019
21.0,1529.0,November 2019
22.0,1086.0,November 2019
0.0,418.0,November 2019
1.0,383.0,November 2019
2.0,361.0,November 2019
3.0,424.0,November 2019
4.0,724.0,November 2019
5.0,2302.0,November 2019
6.0,5081.0,November 2019
9.0,3971.0,November 2019
10.0,3784.0,November 2019
11.0,3939.0,November 2019
12.0,4331.0,November 2019
13.0,4489.0,November 2019
14.0,5574.0,November 2019
15.0,6229.0,November 2019
16.0,6362.0,November 2019
17.0,5198.0,November 2019
18.0,3910.0,November 2019
19.0,2941.0,November 2019
20.0,2347.0,November 2019
21.0,1512.0,November 2019
22.0,1137.0,November 2019
23.0,703.0,November 2019
0.0,456.0,November 2019
1.0,409.0,November 2019
2.0,364.0,November 2019
3.0,447.0,November 2019
4.0,772.0,November 2019
5.0,2309.0,November 2019
8.0,5226.0,November 2019
9.0,4151.0,November 2019
11.0,4164.0,November 2019
12.0,4315.0,November 2019
13.0,4719.0,November 2019
14.0,5619.0,November 2019
15.0,6726.0,November 2019
18.0,4068.0,November 2019
19.0,3224.0,November 2019
20.0,2401.0,November 2019
21.0,1706.0,November 2019
22.0,1255.0,November 2019
23.0,742.0,November 2019
0.0,520.0,November 2019
1.0,456.0,November 2019
2.0,392.0,November 2019
3.0,493.0,November 2019
4.0,760.0,November 2019
5.0,2273.0,November 2019
7.0,5967.0,November 2019
8.0,4630.0,November 2019
9.0,4166.0,November 2019
15.0,6629.0,November 2019
16.0,5881.0,November 2019
21.0,1722.0,November 2019
23.0,997.0,November 2019
0.0,761.0,November 2019
1.0,579.0,November 2019
2.0,473.0,November 2019
3.0,456.0,November 2019
4.0,625.0,November 2019
5.0,1037.0,November 2019
6.0,1815.0,November 2019
7.0,2429.0,November 2019
8.0,3157.0,November 2019
9.0,3768.0,November 2019
10.0,3976.0,November 2019
11.0,4142.0,November 2019
12.0,4161.0,November 2019
13.0,4269.0,November 2019
14.0,4030.0,November 2019
15.0,3976.0,November 2019
16.0,3991.0,November 2019
17.0,4060.0,November 2019
18.0,3456.0,November 2019
19.0,2872.0,November 2019
20.0,2322.0,November 2019
21.0,1545.0,November 2019
22.0,1204.0,November 2019
23.0,798.0,November 2019
0.0,681.0,November 2019
1.0,509.0,November 2019
2.0,429.0,November 2019
18.0,3402.0,November 2019
20.0,2090.0,November 2019
21.0,1480.0,November 2019
22.0,1113.0,November 2019
23.0,761.0,November 2019
0.0,461.0,November 2019
1.0,385.0,November 2019
2.0,377.0,November 2019
3.0,557.0,November 2019
6.0,4659.0,November 2019
7.0,5843.0,November 2019
8.0,5225.0,November 2019
9.0,4068.0,November 2019
10.0,3700.0,November 2019
11.0,4064.0,November 2019
12.0,4163.0,November 2019
13.0,4547.0,November 2019
14.0,5326.0,November 2019
15.0,6754.0,November 2019
17.0,4917.0,November 2019
18.0,3732.0,November 2019
19.0,2754.0,November 2019
22.0,1034.0,November 2019
3.0,392.0,November 2019
4.0,722.0,November 2019
5.0,2061.0,November 2019
6.0,4234.0,November 2019
7.0,6104.0,November 2019
9.0,4113.0,November 2019
10.0,3881.0,November 2019
11.0,3845.0,November 2019
12.0,4196.0,November 2019
13.0,4507.0,November 2019
14.0,5399.0,November 2019
15.0,6129.0,November 2019
16.0,6017.0,November 2019
17.0,4841.0,November 2019
18.0,3576.0,November 2019
19.0,2868.0,November 2019
3.0,401.0,November 2019
4.0,705.0,November 2019
5.0,2125.0,November 2019
6.0,4769.0,November 2019
7.0,5933.0,November 2019
8.0,4658.0,November 2019
9.0,3417.0,November 2019
13.0,4331.0,November 2019
14.0,5472.0,November 2019
15.0,6204.0,November 2019
16.0,5975.0,November 2019
17.0,4903.0,November 2019
18.0,3858.0,November 2019
19.0,3007.0,November 2019
20.0,2302.0,November 2019
21.0,1492.0,November 2019
22.0,1106.0,November 2019
23.0,655.0,November 2019
0.0,510.0,November 2019
1.0,339.0,November 2019
2.0,353.0,November 2019
3.0,416.0,November 2019
4.0,757.0,November 2019
5.0,2297.0,November 2019
6.0,5185.0,November 2019
8.0,5018.0,November 2019
10.0,3950.0,November 2019
11.0,4110.0,November 2019
12.0,4447.0,November 2019
13.0,4854.0,November 2019
14.0,5635.0,November 2019
16.0,6393.0,November 2019
17.0,5231.0,November 2019
18.0,3978.0,November 2019
19.0,3241.0,November 2019
20.0,2353.0,November 2019
21.0,1714.0,November 2019
22.0,1239.0,November 2019
23.0,801.0,November 2019
0.0,524.0,November 2019
1.0,413.0,November 2019
2.0,378.0,November 2019
3.0,455.0,November 2019
4.0,735.0,November 2019
5.0,2235.0,November 2019
6.0,5035.0,November 2019
7.0,5977.0,November 2019
8.0,4713.0,November 2019
9.0,4041.0,November 2019
10.0,3989.0,November 2019
15.0,4481.0,November 2019
16.0,4346.0,November 2019
17.0,4458.0,November 2019
0.0,779.0,November 2019
1.0,529.0,November 2019
2.0,499.0,November 2019
4.0,635.0,November 2019
5.0,994.0,November 2019
6.0,1513.0,November 2019
7.0,2214.0,November 2019
8.0,2820.0,November 2019
9.0,2993.0,November 2019
10.0,3795.0,November 2019
11.0,4209.0,November 2019
12.0,4235.0,November 2019
13.0,4127.0,November 2019
14.0,3950.0,November 2019
15.0,4065.0,November 2019
16.0,4009.0,November 2019
17.0,3895.0,November 2019
20.0,2093.0,November 2019
21.0,1590.0,November 2019
22.0,1129.0,November 2019
23.0,876.0,November 2019
0.0,677.0,November 2019
1.0,492.0,November 2019
2.0,340.0,November 2019
21.0,1523.0,November 2019
22.0,1151.0,November 2019
23.0,933.0,November 2019
0.0,633.0,November 2019
1.0,418.0,November 2019
2.0,457.0,November 2019
3.0,551.0,November 2019
6.0,5118.0,November 2019
7.0,6196.0,November 2019
8.0,5194.0,November 2019
9.0,3906.0,November 2019
10.0,3832.0,November 2019
11.0,3976.0,November 2019
12.0,4140.0,November 2019
13.0,4409.0,November 2019
14.0,5349.0,November 2019
16.0,6334.0,November 2019
17.0,4851.0,November 2019
18.0,3711.0,November 2019
19.0,2823.0,November 2019
20.0,2125.0,November 2019
23.0,612.0,November 2019
3.0,396.0,November 2019
4.0,726.0,November 2019
5.0,2315.0,November 2019
6.0,4943.0,November 2019
7.0,6086.0,November 2019
8.0,5045.0,November 2019
9.0,3906.0,November 2019
10.0,3851.0,November 2019
11.0,3914.0,November 2019
12.0,4127.0,November 2019
13.0,4534.0,November 2019
14.0,5562.0,November 2019
15.0,6679.0,November 2019
17.0,4981.0,November 2019
18.0,3665.0,November 2019
19.0,2935.0,November 2019
20.0,2133.0,November 2019
22.0,1068.0,November 2019
2.0,329.0,November 2019
3.0,374.0,November 2019
4.0,715.0,November 2019
5.0,2267.0,November 2019
8.0,4831.0,November 2019
9.0,3955.0,November 2019
10.0,3863.0,November 2019
11.0,3992.0,November 2019
12.0,4277.0,November 2019
13.0,4804.0,November 2019
14.0,5613.0,November 2019
15.0,6291.0,November 2019
16.0,6130.0,November 2019
17.0,5181.0,November 2019
18.0,3997.0,November 2019
19.0,3164.0,November 2019
20.0,2378.0,November 2019
21.0,1520.0,November 2019
22.0,1189.0,November 2019
23.0,664.0,November 2019
0.0,427.0,November 2019
1.0,327.0,November 2019
2.0,338.0,November 2019
3.0,431.0,November 2019
4.0,725.0,November 2019
5.0,2255.0,November 2019
6.0,5049.0,November 2019
7.0,6151.0,November 2019
9.0,4011.0,November 2019
10.0,3872.0,November 2019
11.0,4124.0,November 2019
12.0,4486.0,November 2019
13.0,4567.0,November 2019
14.0,5782.0,November 2019
16.0,6220.0,November 2019
17.0,5238.0,November 2019
18.0,4034.0,November 2019
19.0,3131.0,November 2019
20.0,2453.0,November 2019
21.0,1665.0,November 2019
22.0,1254.0,November 2019
23.0,784.0,November 2019
0.0,517.0,November 2019
1.0,475.0,November 2019
2.0,381.0,November 2019
3.0,438.0,November 2019
4.0,752.0,November 2019
5.0,2275.0,November 2019
6.0,5129.0,November 2019
7.0,6104.0,November 2019
8.0,4736.0,November 2019
9.0,4165.0,November 2019
11.0,4160.0,November 2019
15.0,5133.0,November 2019
16.0,4594.0,November 2019
17.0,3834.0,November 2019
2.0,477.0,November 2019
3.0,505.0,November 2019
4.0,537.0,November 2019
5.0,1045.0,November 2019
6.0,1659.0,November 2019
7.0,2229.0,November 2019
8.0,2905.0,November 2019
9.0,3475.0,November 2019
10.0,3869.0,November 2019
11.0,3985.0,November 2019
12.0,4120.0,November 2019
20.0,2174.0,November 2019
21.0,1510.0,November 2019
22.0,1150.0,November 2019
23.0,861.0,November 2019
0.0,586.0,November 2019
1.0,488.0,November 2019
19.0,2907.0,November 2019
21.0,1593.0,November 2019
22.0,1200.0,November 2019
23.0,944.0,November 2019
0.0,627.0,November 2019
1.0,436.0,November 2019
7.0,5516.0,November 2019
8.0,4806.0,November 2019
9.0,3927.0,November 2019
10.0,3844.0,November 2019
11.0,3878.0,November 2019
12.0,4135.0,November 2019
13.0,4374.0,November 2019
14.0,5430.0,November 2019
15.0,6708.0,November 2019
16.0,6413.0,November 2019
17.0,5201.0,November 2019
18.0,3623.0,November 2019
19.0,2880.0,November 2019
20.0,2054.0,November 2019
21.0,1456.0,November 2019
2.0,313.0,November 2019
3.0,438.0,November 2019
4.0,782.0,November 2019
5.0,2295.0,November 2019
6.0,5037.0,November 2019
7.0,6006.0,November 2019
9.0,4168.0,November 2019
10.0,3704.0,November 2019
11.0,3916.0,November 2019
12.0,4159.0,November 2019
13.0,4431.0,November 2019
14.0,5546.0,November 2019
15.0,6218.0,November 2019
16.0,6449.0,November 2019
17.0,4809.0,November 2019
18.0,3726.0,November 2019
19.0,3088.0,November 2019
20.0,2259.0,November 2019
21.0,1483.0,November 2019
22.0,1086.0,November 2019
23.0,642.0,November 2019
0.0,425.0,November 2019
1.0,326.0,November 2019
4.0,760.0,November 2019
5.0,2301.0,November 2019
6.0,5098.0,November 2019
7.0,6085.0,November 2019
8.0,4922.0,November 2019
9.0,4009.0,November 2019
10.0,4029.0,November 2019
11.0,3903.0,November 2019
12.0,4387.0,November 2019
13.0,4685.0,November 2019
14.0,5709.0,November 2019
15.0,6608.0,November 2019
16.0,6522.0,November 2019
17.0,5184.0,November 2019
18.0,3873.0,November 2019
19.0,3196.0,November 2019
20.0,2332.0,November 2019
21.0,1588.0,November 2019
22.0,1162.0,November 2019
23.0,667.0,November 2019
0.0,439.0,November 2019
1.0,349.0,November 2019
2.0,338.0,November 2019
3.0,403.0,November 2019
4.0,722.0,November 2019
5.0,2204.0,November 2019
6.0,4594.0,November 2019
7.0,5649.0,November 2019
8.0,5050.0,November 2019
10.0,3953.0,November 2019
11.0,4186.0,November 2019
12.0,4269.0,November 2019
13.0,4756.0,November 2019
14.0,5608.0,November 2019
15.0,6745.0,November 2019
16.0,6233.0,November 2019
17.0,5014.0,November 2019
18.0,4064.0,November 2019
19.0,3218.0,November 2019
20.0,2429.0,November 2019
21.0,1685.0,November 2019
22.0,1241.0,November 2019
23.0,751.0,November 2019
0.0,539.0,November 2019
1.0,357.0,November 2019
2.0,365.0,November 2019
3.0,466.0,November 2019
4.0,724.0,November 2019
5.0,2319.0,November 2019
6.0,5053.0,November 2019
7.0,5983.0,November 2019
8.0,5099.0,November 2019
15.0,6210.0,November 2019
16.0,5848.0,November 2019
3.0,521.0,November 2019
4.0,572.0,November 2019
5.0,1020.0,November 2019
6.0,1718.0,November 2019
7.0,2291.0,November 2019
8.0,2921.0,November 2019
9.0,3598.0,November 2019
10.0,4031.0,November 2019
11.0,4120.0,November 2019
12.0,3988.0,November 2019
13.0,4133.0,November 2019
14.0,4008.0,November 2019
15.0,3892.0,November 2019
16.0,3978.0,November 2019
17.0,3844.0,November 2019
18.0,3511.0,November 2019
19.0,3011.0,November 2019
20.0,2221.0,November 2019
21.0,1598.0,November 2019
22.0,1136.0,November 2019
23.0,934.0,November 2019
0.0,108.0,April 2020
1.0,107.0,April 2020
2.0,92.0,April 2020
3.0,174.0,April 2020
4.0,317.0,April 2020
5.0,1105.0,April 2020
6.0,2323.0,April 2020
7.0,2269.0,April 2020
