X,Y,time_period
8.0,1604.0,April 2020
9.0,1454.0,April 2020
10.0,1550.0,April 2020
11.0,1668.0,April 2020
12.0,1818.0,April 2020
13.0,1852.0,April 2020
14.0,2212.0,April 2020
15.0,2464.0,April 2020
16.0,2082.0,April 2020
17.0,1634.0,April 2020
18.0,1160.0,April 2020
19.0,972.0,April 2020
20.0,676.0,April 2020
21.0,423.0,April 2020
22.0,341.0,April 2020
23.0,188.0,April 2020
0.0,106.0,April 2020
1.0,112.0,April 2020
2.0,105.0,April 2020
3.0,167.0,April 2020
4.0,288.0,April 2020
5.0,1128.0,April 2020
6.0,2335.0,April 2020
7.0,2091.0,April 2020
8.0,1601.0,April 2020
9.0,1454.0,April 2020
10.0,1656.0,April 2020
11.0,1751.0,April 2020
12.0,1835.0,April 2020
13.0,1968.0,April 2020
14.0,2242.0,April 2020
15.0,2590.0,April 2020
16.0,2004.0,April 2020
17.0,1619.0,April 2020
18.0,1301.0,April 2020
19.0,983.0,April 2020
20.0,663.0,April 2020
21.0,448.0,April 2020
22.0,340.0,April 2020
23.0,139.0,April 2020
0.0,134.0,April 2020
1.0,83.0,April 2020
2.0,89.0,April 2020
3.0,168.0,April 2020
4.0,283.0,April 2020
5.0,1094.0,April 2020
6.0,2303.0,April 2020
7.0,2118.0,April 2020
8.0,1724.0,April 2020
9.0,1624.0,April 2020
10.0,1769.0,April 2020
11.0,1869.0,April 2020
12.0,1965.0,April 2020
13.0,2272.0,April 2020
14.0,2528.0,April 2020
15.0,2646.0,April 2020
16.0,1928.0,April 2020
17.0,1701.0,April 2020
18.0,1352.0,April 2020
19.0,1067.0,April 2020
20.0,676.0,April 2020
21.0,438.0,April 2020
22.0,373.0,April 2020
23.0,208.0,April 2020
0.0,121.0,April 2020
1.0,94.0,April 2020
2.0,90.0,April 2020
3.0,105.0,April 2020
4.0,159.0,April 2020
5.0,395.0,April 2020
6.0,681.0,April 2020
7.0,623.0,April 2020
8.0,657.0,April 2020
9.0,807.0,April 2020
10.0,946.0,April 2020
11.0,1060.0,April 2020
12.0,991.0,April 2020
13.0,1060.0,April 2020
14.0,971.0,April 2020
1.0,93.0,April 2020
3.0,209.0,April 2020
5.0,1298.0,April 2020
6.0,2630.0,April 2020
7.0,2324.0,April 2020
8.0,1839.0,April 2020
9.0,1681.0,April 2020
10.0,1775.0,April 2020
11.0,1849.0,April 2020
12.0,1921.0,April 2020
13.0,2116.0,April 2020
14.0,2325.0,April 2020
15.0,2807.0,April 2020
16.0,2165.0,April 2020
17.0,1801.0,April 2020
18.0,1259.0,April 2020
19.0,1049.0,April 2020
20.0,710.0,April 2020
21.0,452.0,April 2020
22.0,342.0,April 2020
23.0,159.0,April 2020
0.0,102.0,April 2020
1.0,97.0,April 2020
2.0,96.0,April 2020
3.0,171.0,April 2020
4.0,303.0,April 2020
5.0,1157.0,April 2020
6.0,2514.0,April 2020
7.0,2368.0,April 2020
8.0,1882.0,April 2020
9.0,1731.0,April 2020
10.0,1827.0,April 2020
11.0,1864.0,April 2020
12.0,1997.0,April 2020
13.0,2081.0,April 2020
14.0,2439.0,April 2020
15.0,2752.0,April 2020
16.0,2267.0,April 2020
17.0,1823.0,April 2020
18.0,1389.0,April 2020
19.0,1067.0,April 2020
20.0,781.0,April 2020
21.0,478.0,April 2020
22.0,358.0,April 2020
23.0,148.0,April 2020
0.0,125.0,April 2020
1.0,106.0,April 2020
2.0,121.0,April 2020
3.0,176.0,April 2020
4.0,341.0,April 2020
5.0,1254.0,April 2020
6.0,2529.0,April 2020
7.0,2409.0,April 2020
8.0,1904.0,April 2020
9.0,1778.0,April 2020
10.0,1856.0,April 2020
11.0,2035.0,April 2020
12.0,2085.0,April 2020
13.0,2172.0,April 2020
14.0,2470.0,April 2020
15.0,2669.0,April 2020
16.0,2257.0,April 2020
17.0,1932.0,April 2020
18.0,1393.0,April 2020
19.0,1175.0,April 2020
20.0,846.0,April 2020
21.0,503.0,April 2020
22.0,368.0,April 2020
23.0,173.0,April 2020
1.0,108.0,April 2020
2.0,120.0,April 2020
3.0,178.0,April 2020
4.0,324.0,April 2020
5.0,1209.0,April 2020
6.0,2542.0,April 2020
7.0,2408.0,April 2020
8.0,1836.0,April 2020
9.0,1750.0,April 2020
10.0,1893.0,April 2020
11.0,1962.0,April 2020
12.0,1994.0,April 2020
13.0,2164.0,April 2020
14.0,2534.0,April 2020
15.0,2788.0,April 2020
16.0,2318.0,April 2020
17.0,1826.0,April 2020
18.0,1363.0,April 2020
19.0,1102.0,April 2020
20.0,855.0,April 2020
21.0,536.0,April 2020
23.0,171.0,April 2020
0.0,155.0,April 2020
1.0,86.0,April 2020
2.0,122.0,April 2020
3.0,171.0,April 2020
4.0,328.0,April 2020
5.0,1134.0,April 2020
6.0,2464.0,April 2020
7.0,2305.0,April 2020
8.0,1853.0,April 2020
9.0,1831.0,April 2020
10.0,1997.0,April 2020
11.0,2295.0,April 2020
12.0,2259.0,April 2020
13.0,2437.0,April 2020
14.0,2623.0,April 2020
15.0,2447.0,April 2020
16.0,1997.0,April 2020
17.0,1647.0,April 2020
18.0,1289.0,April 2020
19.0,1076.0,April 2020
20.0,829.0,April 2020
21.0,477.0,April 2020
22.0,380.0,April 2020
23.0,183.0,April 2020
0.0,119.0,April 2020
1.0,81.0,April 2020
2.0,89.0,April 2020
3.0,105.0,April 2020
4.0,120.0,April 2020
5.0,356.0,April 2020
6.0,695.0,April 2020
7.0,653.0,April 2020
8.0,627.0,April 2020
9.0,776.0,April 2020
10.0,1070.0,April 2020
11.0,1065.0,April 2020
12.0,1082.0,April 2020
13.0,1083.0,April 2020
14.0,984.0,April 2020
15.0,914.0,April 2020
22.0,239.0,April 2020
0.0,100.0,April 2020
1.0,75.0,April 2020
2.0,104.0,April 2020
3.0,187.0,April 2020
4.0,371.0,April 2020
5.0,1274.0,April 2020
6.0,2720.0,April 2020
7.0,2522.0,April 2020
8.0,1864.0,April 2020
9.0,1696.0,April 2020
10.0,1682.0,April 2020
11.0,1747.0,April 2020
12.0,2045.0,April 2020
13.0,2040.0,April 2020
14.0,2519.0,April 2020
15.0,2943.0,April 2020
16.0,2274.0,April 2020
17.0,1650.0,April 2020
18.0,1307.0,April 2020
19.0,1018.0,April 2020
20.0,785.0,April 2020
21.0,451.0,April 2020
22.0,330.0,April 2020
23.0,185.0,April 2020
0.0,135.0,April 2020
1.0,113.0,April 2020
2.0,100.0,April 2020
3.0,154.0,April 2020
4.0,333.0,April 2020
5.0,1237.0,April 2020
6.0,2755.0,April 2020
7.0,2650.0,April 2020
8.0,1930.0,April 2020
9.0,1862.0,April 2020
10.0,2000.0,April 2020
11.0,2056.0,April 2020
12.0,2155.0,April 2020
13.0,2334.0,April 2020
14.0,2602.0,April 2020
15.0,3052.0,April 2020
16.0,2554.0,April 2020
17.0,2073.0,April 2020
18.0,1629.0,April 2020
19.0,1208.0,April 2020
20.0,915.0,April 2020
21.0,536.0,April 2020
22.0,439.0,April 2020
23.0,166.0,April 2020
0.0,151.0,April 2020
2.0,130.0,April 2020
3.0,166.0,April 2020
4.0,343.0,April 2020
5.0,1259.0,April 2020
6.0,2878.0,April 2020
7.0,2690.0,April 2020
8.0,2080.0,April 2020
9.0,1931.0,April 2020
10.0,2091.0,April 2020
11.0,2159.0,April 2020
12.0,2246.0,April 2020
13.0,2329.0,April 2020
14.0,2661.0,April 2020
15.0,3238.0,April 2020
16.0,2539.0,April 2020
17.0,2176.0,April 2020
18.0,1672.0,April 2020
19.0,1155.0,April 2020
20.0,933.0,April 2020
21.0,547.0,April 2020
22.0,450.0,April 2020
23.0,200.0,April 2020
0.0,139.0,April 2020
1.0,111.0,April 2020
2.0,117.0,April 2020
3.0,201.0,April 2020
4.0,351.0,April 2020
5.0,1237.0,April 2020
6.0,2757.0,April 2020
7.0,2499.0,April 2020
8.0,2083.0,April 2020
9.0,2053.0,April 2020
10.0,2157.0,April 2020
11.0,2262.0,April 2020
12.0,2394.0,April 2020
13.0,2671.0,April 2020
14.0,2962.0,April 2020
15.0,3071.0,April 2020
16.0,2407.0,April 2020
17.0,2094.0,April 2020
18.0,1683.0,April 2020
19.0,1396.0,April 2020
20.0,1012.0,April 2020
21.0,648.0,April 2020
22.0,418.0,April 2020
23.0,216.0,April 2020
0.0,146.0,April 2020
1.0,123.0,April 2020
3.0,104.0,April 2020
4.0,150.0,April 2020
5.0,470.0,April 2020
6.0,926.0,April 2020
7.0,951.0,April 2020
8.0,1015.0,April 2020
9.0,1237.0,April 2020
10.0,1538.0,April 2020
11.0,1625.0,April 2020
12.0,1407.0,April 2020
13.0,1463.0,April 2020
14.0,1301.0,April 2020
15.0,1243.0,April 2020
16.0,1234.0,April 2020
17.0,1067.0,April 2020
18.0,1149.0,April 2020
19.0,972.0,April 2020
20.0,796.0,April 2020
21.0,488.0,April 2020
22.0,250.0,April 2020
23.0,155.0,April 2020
16.0,852.0,April 2020
17.0,927.0,April 2020
18.0,995.0,April 2020
19.0,982.0,April 2020
20.0,690.0,April 2020
21.0,454.0,April 2020
23.0,144.0,April 2020
0.0,96.0,April 2020
1.0,75.0,April 2020
2.0,121.0,April 2020
7.0,2895.0,April 2020
8.0,2300.0,April 2020
9.0,2258.0,April 2020
10.0,2332.0,April 2020
11.0,2399.0,April 2020
12.0,2543.0,April 2020
13.0,2806.0,April 2020
14.0,3131.0,April 2020
15.0,3648.0,April 2020
16.0,3051.0,April 2020
17.0,2552.0,April 2020
18.0,1877.0,April 2020
19.0,1385.0,April 2020
20.0,927.0,April 2020
21.0,533.0,April 2020
22.0,375.0,April 2020
23.0,185.0,April 2020
0.0,114.0,April 2020
1.0,92.0,April 2020
2.0,118.0,April 2020
3.0,183.0,April 2020
4.0,386.0,April 2020
5.0,1331.0,April 2020
8.0,2358.0,April 2020
9.0,2208.0,April 2020
10.0,2369.0,April 2020
11.0,2378.0,April 2020
12.0,2503.0,April 2020
13.0,2764.0,April 2020
14.0,3068.0,April 2020
15.0,3737.0,April 2020
16.0,3083.0,April 2020
17.0,2624.0,April 2020
18.0,1809.0,April 2020
19.0,1451.0,April 2020
20.0,951.0,April 2020
21.0,649.0,April 2020
22.0,397.0,April 2020
23.0,183.0,April 2020
0.0,158.0,April 2020
1.0,108.0,April 2020
2.0,116.0,April 2020
3.0,191.0,April 2020
4.0,356.0,April 2020
7.0,2949.0,April 2020
8.0,2527.0,April 2020
9.0,2270.0,April 2020
10.0,2452.0,April 2020
11.0,2507.0,April 2020
12.0,2658.0,April 2020
13.0,2798.0,April 2020
14.0,3175.0,April 2020
16.0,3133.0,April 2020
17.0,2644.0,April 2020
18.0,2006.0,April 2020
19.0,1442.0,April 2020
20.0,1131.0,April 2020
21.0,676.0,April 2020
22.0,467.0,April 2020
0.0,144.0,April 2020
1.0,99.0,April 2020
2.0,120.0,April 2020
3.0,200.0,April 2020
4.0,380.0,April 2020
9.0,2405.0,April 2020
10.0,2511.0,April 2020
11.0,2584.0,April 2020
12.0,2856.0,April 2020
13.0,3013.0,April 2020
14.0,3201.0,April 2020
15.0,3704.0,April 2020
16.0,3183.0,April 2020
17.0,2642.0,April 2020
18.0,2092.0,April 2020
19.0,1603.0,April 2020
23.0,222.0,April 2020
1.0,129.0,April 2020
2.0,119.0,April 2020
6.0,3044.0,April 2020
2.0,117.0,April 2020
3.0,160.0,April 2020
4.0,210.0,April 2020
5.0,538.0,April 2020
6.0,1087.0,April 2020
7.0,1237.0,April 2020
8.0,1381.0,April 2020
9.0,1741.0,April 2020
10.0,1996.0,April 2020
11.0,2137.0,April 2020
12.0,2128.0,April 2020
13.0,2030.0,April 2020
14.0,1743.0,April 2020
15.0,1646.0,April 2020
16.0,1587.0,April 2020
17.0,1525.0,April 2020
18.0,1497.0,April 2020
19.0,1347.0,April 2020
20.0,994.0,April 2020
21.0,599.0,April 2020
22.0,307.0,April 2020
23.0,226.0,April 2020
0.0,122.0,April 2020
1.0,85.0,April 2020
15.0,908.0,April 2020
16.0,943.0,April 2020
17.0,1045.0,April 2020
18.0,1064.0,April 2020
19.0,959.0,April 2020
20.0,782.0,April 2020
21.0,585.0,April 2020
22.0,331.0,April 2020
23.0,193.0,April 2020
0.0,128.0,April 2020
1.0,75.0,April 2020
2.0,97.0,April 2020
3.0,146.0,April 2020
4.0,252.0,April 2020
5.0,476.0,April 2020
6.0,701.0,April 2020
7.0,667.0,April 2020
8.0,784.0,April 2020
9.0,891.0,April 2020
10.0,1053.0,April 2020
11.0,1011.0,April 2020
12.0,1145.0,April 2020
13.0,1064.0,April 2020
14.0,1156.0,April 2020
15.0,1231.0,April 2020
16.0,1213.0,April 2020
17.0,1320.0,April 2020
18.0,1458.0,April 2020
19.0,1197.0,April 2020
20.0,942.0,April 2020
21.0,609.0,April 2020
22.0,376.0,April 2020
23.0,204.0,April 2020
0.0,143.0,April 2020
1.0,103.0,April 2020
2.0,127.0,April 2020
3.0,204.0,April 2020
4.0,373.0,April 2020
5.0,1346.0,April 2020
6.0,3066.0,April 2020
22.0,412.0,April 2020
23.0,232.0,April 2020
0.0,160.0,April 2020
4.0,391.0,April 2020
5.0,1279.0,April 2020
6.0,2943.0,April 2020
7.0,2905.0,April 2020
8.0,2480.0,April 2020
15.0,3730.0,April 2020
20.0,1150.0,April 2020
21.0,664.0,April 2020
22.0,471.0,April 2020
5.0,1235.0,April 2020
6.0,2805.0,April 2020
7.0,2877.0,April 2020
21.0,648.0,November 2020
23.0,288.0,November 2020
22.0,480.0,November 2020
18.0,1260.0,November 2020
20.0,840.0,November 2020
3.0,276.0,November 2020
1.0,192.0,November 2020
1.0,192.0,November 2020
8.0,2868.0,November 2020
12.0,2376.0,November 2020
11.0,2124.0,November 2020
3.0,264.0,November 2020
4.0,384.0,November 2020
2.0,144.0,November 2020
6.0,1992.0,November 2020
5.0,636.0,November 2020
21.0,732.0,November 2020
19.0,1692.0,November 2020
20.0,1140.0,November 2020
0.0,228.0,November 2020
22.0,528.0,November 2020
23.0,336.0,November 2020
15.0,3096.0,November 2020
13.0,2592.0,November 2020
14.0,2532.0,November 2020
18.0,1788.0,November 2020
16.0,3204.0,November 2020
17.0,2880.0,November 2020
18.0,2088.0,November 2020
19.0,1332.0,November 2020
1.0,168.0,November 2020
22.0,276.0,November 2020
23.0,288.0,November 2020
20.0,828.0,November 2020
21.0,756.0,November 2020
8.0,2856.0,November 2020
7.0,2940.0,November 2020
10.0,2160.0,November 2020
9.0,2316.0,November 2020
6.0,1824.0,November 2020
5.0,780.0,November 2020
15.0,2964.0,November 2020
17.0,2400.0,November 2020
16.0,3000.0,November 2020
12.0,2076.0,November 2020
11.0,2064.0,November 2020
14.0,2280.0,November 2020
13.0,2280.0,November 2020
19.0,1236.0,November 2020
17.0,1932.0,November 2020
18.0,1476.0,November 2020
23.0,264.0,November 2020
0.0,300.0,November 2020
21.0,708.0,November 2020
22.0,492.0,November 2020
6.0,2004.0,November 2020
5.0,468.0,November 2020
7.0,3108.0,November 2020
2.0,144.0,November 2020
1.0,180.0,November 2020
4.0,264.0,November 2020
3.0,264.0,November 2020
14.0,1524.0,November 2020
13.0,2100.0,November 2020
16.0,2568.0,November 2020
15.0,1968.0,November 2020
10.0,2124.0,November 2020
12.0,1944.0,November 2020
11.0,2160.0,November 2020
5.0,744.0,November 2020
8.0,2700.0,November 2020
1.0,156.0,November 2020
0.0,252.0,November 2020
0.0,252.0,November 2020
0.0,204.0,November 2020
0.0,204.0,November 2020
0.0,264.0,November 2020
0.0,264.0,November 2020
0.0,216.0,November 2020
0.0,216.0,November 2020
4.0,420.0,November 2020
2.0,180.0,November 2020
13.0,2244.0,November 2020
19.0,1392.0,November 2020
20.0,1212.0,November 2020
17.0,1980.0,November 2020
18.0,1968.0,November 2020
23.0,336.0,November 2020
21.0,864.0,November 2020
22.0,468.0,November 2020
11.0,2100.0,November 2020
12.0,1920.0,November 2020
9.0,2004.0,November 2020
10.0,2064.0,November 2020
15.0,2736.0,November 2020
16.0,2496.0,November 2020
14.0,1872.0,November 2020
22.0,492.0,November 2020
20.0,816.0,November 2020
19.0,1284.0,November 2020
10.0,1656.0,November 2020
11.0,1716.0,November 2020
23.0,336.0,November 2020
14.0,2052.0,November 2020
15.0,2664.0,November 2020
12.0,2064.0,November 2020
13.0,2064.0,November 2020
17.0,2196.0,November 2020
18.0,1848.0,November 2020
16.0,2868.0,November 2020
3.0,180.0,November 2020
4.0,228.0,November 2020
2.0,132.0,November 2020
8.0,2856.0,November 2020
9.0,2112.0,November 2020
5.0,744.0,November 2020
6.0,1500.0,November 2020
7.0,2748.0,November 2020
5.0,684.0,November 2020
4.0,336.0,November 2020
6.0,1944.0,November 2020
2.0,180.0,November 2020
1.0,168.0,November 2020
3.0,252.0,November 2020
18.0,1968.0,November 2020
19.0,1464.0,November 2020
16.0,2880.0,November 2020
17.0,2184.0,November 2020
22.0,420.0,November 2020
20.0,1104.0,November 2020
21.0,852.0,November 2020
9.0,1860.0,November 2020
10.0,1968.0,November 2020
7.0,3156.0,November 2020
8.0,2640.0,November 2020
14.0,2436.0,November 2020
15.0,2664.0,November 2020
12.0,2184.0,November 2020
13.0,2304.0,November 2020
11.0,2364.0,November 2020
14.0,2520.0,November 2020
13.0,2220.0,November 2020
15.0,3108.0,November 2020
16.0,2388.0,November 2020
10.0,2052.0,November 2020
9.0,2268.0,November 2020
12.0,2520.0,November 2020
11.0,2112.0,November 2020
2.0,240.0,November 2020
3.0,252.0,November 2020
0.0,228.0,November 2020
1.0,204.0,November 2020
7.0,2856.0,November 2020
8.0,2436.0,November 2020
4.0,372.0,November 2020
6.0,1932.0,November 2020
16.0,2940.0,November 2020
15.0,2652.0,November 2020
17.0,2304.0,November 2020
13.0,2364.0,November 2020
12.0,2208.0,November 2020
14.0,2544.0,November 2020
22.0,276.0,November 2020
21.0,828.0,November 2020
23.0,324.0,November 2020
19.0,1440.0,November 2020
18.0,1932.0,November 2020
20.0,1044.0,November 2020
4.0,420.0,November 2020
3.0,264.0,November 2020
5.0,564.0,November 2020
1.0,192.0,November 2020
0.0,216.0,November 2020
2.0,180.0,November 2020
10.0,2280.0,November 2020
9.0,2172.0,November 2020
11.0,2244.0,November 2020
7.0,2640.0,November 2020
6.0,1728.0,November 2020
8.0,2184.0,November 2020
19.0,1824.0,November 2020
20.0,1416.0,November 2020
16.0,3180.0,November 2020
0.0,276.0,November 2020
0.0,276.0,November 2020
0.0,216.0,November 2020
0.0,216.0,November 2020
0.0,288.0,November 2020
0.0,288.0,November 2020
0.0,228.0,November 2020
0.0,228.0,November 2020
21.0,900.0,November 2020
22.0,456.0,November 2020
1.0,204.0,November 2020
2.0,264.0,November 2020
7.0,2688.0,November 2020
8.0,2364.0,November 2020
5.0,612.0,November 2020
6.0,1956.0,November 2020
12.0,2508.0,November 2020
14.0,2652.0,November 2020
9.0,2196.0,November 2020
10.0,2184.0,November 2020
19.0,996.0,November 2020
20.0,864.0,November 2020
17.0,1692.0,November 2020
18.0,1632.0,November 2020
23.0,228.0,November 2020
0.0,192.0,November 2020
2.0,216.0,November 2020
8.0,1464.0,November 2020
1.0,252.0,November 2020
6.0,660.0,November 2020
7.0,1140.0,November 2020
4.0,300.0,November 2020
5.0,456.0,November 2020
14.0,2040.0,November 2020
13.0,2004.0,November 2020
15.0,1644.0,November 2020
10.0,1548.0,November 2020
9.0,1332.0,November 2020
12.0,1848.0,November 2020
11.0,1872.0,November 2020
19.0,1044.0,November 2020
20.0,1128.0,November 2020
17.0,1596.0,November 2020
18.0,1440.0,November 2020
23.0,384.0,November 2020
21.0,828.0,November 2020
3.0,168.0,November 2020
4.0,156.0,November 2020
14.0,1284.0,November 2020
13.0,1248.0,November 2020
16.0,1560.0,November 2020
12.0,1152.0,November 2020
19.0,1476.0,November 2020
20.0,1200.0,November 2020
17.0,2520.0,November 2020
18.0,2016.0,November 2020
23.0,276.0,November 2020
0.0,216.0,November 2020
21.0,660.0,November 2020
22.0,324.0,November 2020
6.0,2064.0,November 2020
5.0,744.0,November 2020
8.0,2736.0,November 2020
7.0,3252.0,November 2020
2.0,228.0,November 2020
3.0,264.0,November 2020
12.0,2400.0,November 2020
11.0,2280.0,November 2020
13.0,2424.0,November 2020
15.0,2472.0,November 2020
9.0,2436.0,November 2020
14.0,2604.0,November 2020
19.0,1824.0,November 2020
17.0,2748.0,November 2020
23.0,264.0,November 2020
0.0,204.0,November 2020
21.0,864.0,November 2020
22.0,456.0,November 2020
6.0,2064.0,November 2020
5.0,708.0,November 2020
7.0,3180.0,November 2020
2.0,132.0,November 2020
1.0,228.0,November 2020
4.0,348.0,November 2020
15.0,2604.0,November 2020
10.0,2184.0,November 2020
9.0,2304.0,November 2020
11.0,2376.0,November 2020
0.0,252.0,November 2020
17.0,2880.0,November 2020
16.0,3264.0,November 2020
13.0,2424.0,November 2020
15.0,3036.0,November 2020
23.0,312.0,November 2020
22.0,420.0,November 2020
21.0,924.0,November 2020
4.0,360.0,November 2020
2.0,228.0,November 2020
3.0,252.0,November 2020
10.0,2244.0,November 2020
20.0,1368.0,November 2020
23.0,408.0,November 2020
0.0,276.0,November 2020
16.0,3060.0,November 2020
14.0,2508.0,November 2020
17.0,2760.0,November 2020
18.0,2292.0,November 2020
5.0,744.0,November 2020
4.0,180.0,November 2020
6.0,1932.0,November 2020
2.0,204.0,November 2020
1.0,180.0,November 2020
3.0,180.0,November 2020
12.0,2496.0,November 2020
8.0,3132.0,November 2020
7.0,3264.0,November 2020
9.0,2124.0,November 2020
15.0,2964.0,November 2020
23.0,324.0,November 2020
20.0,1140.0,November 2020
4.0,324.0,November 2020
5.0,708.0,November 2020
1.0,168.0,November 2020
7.0,3336.0,November 2020
9.0,2220.0,November 2020
17.0,2868.0,November 2020
0.0,216.0,November 2020
0.0,216.0,November 2020
0.0,264.0,November 2020
0.0,264.0,November 2020
21.0,624.0,November 2020
4.0,408.0,November 2020
3.0,312.0,November 2020
5.0,624.0,November 2020
1.0,240.0,November 2020
2.0,264.0,November 2020
7.0,2856.0,November 2020
6.0,1752.0,November 2020
8.0,2904.0,November 2020
23.0,216.0,November 2020
1.0,144.0,November 2020
2.0,156.0,November 2020
11.0,1116.0,November 2020
19.0,936.0,November 2020
21.0,768.0,November 2020
1.0,228.0,November 2020
0.0,192.0,November 2020
0.0,180.0,November 2020
0.0,192.0,November 2020
0.0,180.0,November 2020
0.0,192.0,November 2020
0.0,180.0,November 2020
0.0,192.0,November 2020
0.0,180.0,November 2020
22.0,264.0,November 2020
23.0,264.0,November 2020
16.0,1776.0,November 2020
17.0,1776.0,November 2020
13.0,1428.0,November 2020
15.0,1320.0,November 2020
14.0,1620.0,November 2020
22.0,276.0,November 2020
18.0,1536.0,November 2020
19.0,936.0,November 2020
20.0,864.0,November 2020
5.0,720.0,November 2020
6.0,1224.0,November 2020
2.0,120.0,November 2020
3.0,180.0,November 2020
10.0,1380.0,November 2020
12.0,1188.0,November 2020
11.0,1380.0,November 2020
7.0,2304.0,November 2020
9.0,1632.0,November 2020
8.0,1680.0,November 2020
16.0,1416.0,November 2020
13.0,1308.0,November 2020
0.0,180.0,November 2020
0.0,168.0,November 2020
0.0,180.0,November 2020
0.0,168.0,November 2020
4.0,240.0,November 2020
3.0,288.0,November 2020
5.0,456.0,November 2020
1.0,144.0,November 2020
2.0,120.0,November 2020
10.0,1044.0,November 2020
7.0,1968.0,November 2020
6.0,1332.0,November 2020
9.0,1332.0,November 2020
8.0,1656.0,November 2020
16.0,1488.0,November 2020
15.0,1380.0,November 2020
14.0,1236.0,November 2020
23.0,216.0,November 2020
4.0,204.0,November 2020
5.0,432.0,November 2020
6.0,1032.0,November 2020
10.0,1164.0,November 2020
12.0,1272.0,November 2020
11.0,1128.0,November 2020
7.0,1932.0,November 2020
9.0,1176.0,November 2020
8.0,1692.0,November 2020
16.0,1560.0,November 2020
17.0,1560.0,November 2020
13.0,1152.0,November 2020
15.0,1464.0,November 2020
14.0,1200.0,November 2020
3.0,180.0,November 2020
5.0,432.0,November 2020
10.0,1200.0,November 2020
11.0,1212.0,November 2020
12.0,1320.0,November 2020
9.0,1140.0,November 2020
7.0,2460.0,November 2020
6.0,1056.0,November 2020
8.0,1524.0,November 2020
17.0,2496.0,November 2020
16.0,2964.0,November 2020
18.0,2136.0,November 2020
15.0,2892.0,November 2020
22.0,456.0,November 2020
20.0,936.0,November 2020
19.0,1356.0,November 2020
21.0,924.0,November 2020
5.0,420.0,November 2020
6.0,1080.0,November 2020
2.0,168.0,November 2020
11.0,1236.0,November 2020
10.0,1128.0,November 2020
12.0,1188.0,November 2020
8.0,1476.0,November 2020
7.0,1692.0,November 2020
9.0,1164.0,November 2020
14.0,1200.0,November 2020
13.0,1236.0,November 2020
22.0,204.0,November 2020
20.0,672.0,November 2020
21.0,756.0,November 2020
5.0,456.0,November 2020
4.0,372.0,November 2020
10.0,1080.0,November 2020
8.0,744.0,November 2020
17.0,2388.0,November 2020
16.0,3180.0,November 2020
18.0,1740.0,November 2020
14.0,2460.0,November 2020
13.0,2364.0,November 2020
15.0,2772.0,November 2020
23.0,288.0,November 2020
22.0,420.0,November 2020
0.0,240.0,November 2020
20.0,1116.0,November 2020
19.0,1584.0,November 2020
21.0,876.0,November 2020
4.0,408.0,November 2020
6.0,1956.0,November 2020
2.0,192.0,November 2020
1.0,192.0,November 2020
3.0,252.0,November 2020
11.0,1776.0,November 2020
10.0,2136.0,November 2020
12.0,2256.0,November 2020
8.0,2880.0,November 2020
7.0,3060.0,November 2020
9.0,2376.0,November 2020
8.0,2592.0,November 2020
6.0,1776.0,November 2020
7.0,2928.0,November 2020
9.0,2160.0,November 2020
10.0,2376.0,November 2020
2.0,144.0,November 2020
5.0,768.0,November 2020
3.0,204.0,November 2020
4.0,336.0,November 2020
21.0,900.0,November 2020
22.0,492.0,November 2020
12.0,2580.0,November 2020
13.0,2676.0,November 2020
16.0,3408.0,November 2020
16.0,1692.0,November 2020
17.0,1896.0,November 2020
13.0,2340.0,November 2020
15.0,1884.0,November 2020
14.0,1920.0,November 2020
22.0,216.0,November 2020
21.0,816.0,November 2020
19.0,1248.0,November 2020
18.0,1716.0,November 2020
20.0,1044.0,November 2020
4.0,300.0,November 2020
6.0,816.0,November 2020
5.0,360.0,November 2020
1.0,276.0,November 2020
3.0,264.0,November 2020
10.0,1680.0,November 2020
12.0,2148.0,November 2020
11.0,2316.0,November 2020
7.0,1296.0,November 2020
9.0,1776.0,November 2020
8.0,1296.0,November 2020
17.0,1452.0,November 2020
16.0,1536.0,November 2020
18.0,1728.0,November 2020
14.0,1224.0,November 2020
0.0,264.0,November 2020
0.0,216.0,November 2020
0.0,288.0,November 2020
0.0,240.0,November 2020
20.0,996.0,November 2020
19.0,1356.0,November 2020
21.0,744.0,November 2020
3.0,180.0,November 2020
1.0,168.0,November 2020
8.0,3132.0,November 2020
11.0,2112.0,November 2020
10.0,2040.0,November 2020
2.0,240.0,November 2020
20.0,720.0,November 2020
21.0,780.0,November 2020
19.0,1212.0,November 2020
0.0,240.0,November 2020
22.0,336.0,November 2020
23.0,300.0,November 2020
14.0,2676.0,November 2020
12.0,1668.0,November 2020
13.0,2220.0,November 2020
17.0,2052.0,November 2020
18.0,1584.0,November 2020
15.0,1788.0,November 2020
16.0,2700.0,November 2020
16.0,2820.0,November 2020
18.0,1836.0,November 2020
17.0,2856.0,November 2020
14.0,2352.0,November 2020
13.0,2136.0,November 2020
15.0,2760.0,November 2020
22.0,216.0,November 2020
21.0,744.0,November 2020
23.0,288.0,November 2020
19.0,1512.0,November 2020
20.0,1068.0,November 2020
4.0,384.0,November 2020
7.0,3012.0,November 2020
2.0,120.0,November 2020
3.0,216.0,November 2020
11.0,1896.0,November 2020
10.0,2112.0,November 2020
12.0,2592.0,November 2020
8.0,3012.0,November 2020
