X,Y,time_period
18.0,3861.0,workdays April 2019
19.0,3225.0,workdays April 2019
20.0,2378.0,workdays April 2019
21.0,1580.0,workdays April 2019
22.0,1110.0,workdays April 2019
2.0,361.0,workdays April 2019
3.0,451.0,workdays April 2019
5.0,2158.0,workdays April 2019
6.0,4764.0,workdays April 2019
7.0,6064.0,workdays April 2019
9.0,3924.0,workdays April 2019
10.0,3864.0,workdays April 2019
11.0,4001.0,workdays April 2019
12.0,4208.0,workdays April 2019
13.0,4542.0,workdays April 2019
14.0,5377.0,workdays April 2019
15.0,6780.0,workdays April 2019
16.0,6191.0,workdays April 2019
17.0,5320.0,workdays April 2019
18.0,4091.0,workdays April 2019
19.0,3358.0,workdays April 2019
22.0,1293.0,workdays April 2019
23.0,735.0,workdays April 2019
0.0,491.0,workdays April 2019
1.0,390.0,workdays April 2019
2.0,372.0,workdays April 2019
3.0,463.0,workdays April 2019
4.0,756.0,workdays April 2019
5.0,2154.0,workdays April 2019
7.0,5737.0,workdays April 2019
8.0,5151.0,workdays April 2019
9.0,4479.0,workdays April 2019
10.0,4034.0,workdays April 2019
11.0,4134.0,workdays April 2019
12.0,4354.0,workdays April 2019
13.0,4753.0,workdays April 2019
14.0,5556.0,workdays April 2019
15.0,6583.0,workdays April 2019
16.0,6263.0,workdays April 2019
17.0,5024.0,workdays April 2019
18.0,4163.0,workdays April 2019
19.0,3366.0,workdays April 2019
20.0,2560.0,workdays April 2019
21.0,1812.0,workdays April 2019
22.0,1420.0,workdays April 2019
23.0,877.0,workdays April 2019
0.0,654.0,workdays April 2019
1.0,485.0,workdays April 2019
2.0,485.0,workdays April 2019
3.0,596.0,workdays April 2019
4.0,925.0,workdays April 2019
5.0,2268.0,workdays April 2019
6.0,4825.0,workdays April 2019
7.0,5985.0,workdays April 2019
8.0,5065.0,workdays April 2019
9.0,4396.0,workdays April 2019
10.0,4354.0,workdays April 2019
11.0,4463.0,workdays April 2019
12.0,4882.0,workdays April 2019
13.0,5442.0,workdays April 2019
15.0,5793.0,workdays April 2019
16.0,5528.0,workdays April 2019
18.0,4143.0,workdays April 2019
19.0,3785.0,workdays April 2019
20.0,3316.0,workdays April 2019
21.0,2617.0,workdays April 2019
22.0,2020.0,workdays April 2019
0.0,559.0,workdays April 2019
1.0,467.0,workdays April 2019
2.0,472.0,workdays April 2019
3.0,562.0,workdays April 2019
4.0,929.0,workdays April 2019
5.0,2381.0,workdays April 2019
6.0,5248.0,workdays April 2019
7.0,6177.0,workdays April 2019
8.0,5324.0,workdays April 2019
9.0,3965.0,workdays April 2019
10.0,4022.0,workdays April 2019
11.0,4097.0,workdays April 2019
12.0,4162.0,workdays April 2019
13.0,4714.0,workdays April 2019
14.0,5439.0,workdays April 2019
17.0,5065.0,workdays April 2019
18.0,4074.0,workdays April 2019
19.0,3296.0,workdays April 2019
20.0,2475.0,workdays April 2019
21.0,1609.0,workdays April 2019
22.0,1271.0,workdays April 2019
23.0,658.0,workdays April 2019
0.0,500.0,workdays April 2019
1.0,395.0,workdays April 2019
2.0,380.0,workdays April 2019
3.0,507.0,workdays April 2019
4.0,801.0,workdays April 2019
5.0,2235.0,workdays April 2019
6.0,5185.0,workdays April 2019
8.0,5163.0,workdays April 2019
9.0,4174.0,workdays April 2019
10.0,3903.0,workdays April 2019
11.0,4095.0,workdays April 2019
12.0,4311.0,workdays April 2019
13.0,4704.0,workdays April 2019
14.0,5601.0,workdays April 2019
15.0,6581.0,workdays April 2019
16.0,6536.0,workdays April 2019
17.0,5082.0,workdays April 2019
18.0,4210.0,workdays April 2019
19.0,3445.0,workdays April 2019
20.0,2743.0,workdays April 2019
21.0,1738.0,workdays April 2019
22.0,1278.0,workdays April 2019
23.0,865.0,workdays April 2019
0.0,616.0,workdays April 2019
1.0,449.0,workdays April 2019
2.0,424.0,workdays April 2019
3.0,559.0,workdays April 2019
4.0,849.0,workdays April 2019
5.0,2204.0,workdays April 2019
6.0,5282.0,workdays April 2019
7.0,6358.0,workdays April 2019
8.0,5297.0,workdays April 2019
9.0,4522.0,workdays April 2019
10.0,4316.0,workdays April 2019
11.0,4324.0,workdays April 2019
12.0,4676.0,workdays April 2019
13.0,4984.0,workdays April 2019
14.0,5879.0,workdays April 2019
16.0,6571.0,workdays April 2019
19.0,3974.0,workdays April 2019
20.0,3201.0,workdays April 2019
21.0,2145.0,workdays April 2019
22.0,1705.0,workdays April 2019
23.0,1174.0,workdays April 2019
10.0,4565.0,workdays April 2019
11.0,4728.0,workdays April 2019
12.0,4909.0,workdays April 2019
13.0,5349.0,workdays April 2019
20.0,3164.0,workdays April 2019
7.0,6261.0,workdays April 2019
8.0,5270.0,workdays April 2019
16.0,5217.0,workdays April 2019
17.0,5057.0,workdays April 2019
18.0,4654.0,workdays April 2019
0.0,745.0,workdays April 2019
1.0,594.0,workdays April 2019
2.0,487.0,workdays April 2019
3.0,455.0,workdays April 2019
10.0,4037.0,workdays April 2019
11.0,4148.0,workdays April 2019
12.0,3997.0,workdays April 2019
17.0,4940.0,workdays April 2019
21.0,2465.0,workdays April 2019
22.0,1640.0,workdays April 2019
23.0,1043.0,workdays April 2019
1.0,623.0,workdays April 2019
6.0,4958.0,workdays April 2019
10.0,4464.0,workdays April 2019
13.0,5200.0,workdays April 2019
14.0,5989.0,workdays April 2019
15.0,6795.0,workdays April 2019
16.0,6186.0,workdays April 2019
18.0,4262.0,workdays April 2019
19.0,3412.0,workdays April 2019
20.0,2487.0,workdays April 2019
21.0,1625.0,workdays April 2019
23.0,709.0,workdays April 2019
0.0,590.0,workdays April 2019
1.0,373.0,workdays April 2019
2.0,434.0,workdays April 2019
3.0,478.0,workdays April 2019
4.0,787.0,workdays April 2019
5.0,2182.0,workdays April 2019
6.0,4953.0,workdays April 2019
7.0,5991.0,workdays April 2019
8.0,5244.0,workdays April 2019
9.0,4238.0,workdays April 2019
10.0,4153.0,workdays April 2019
11.0,4349.0,workdays April 2019
12.0,4398.0,workdays April 2019
13.0,4877.0,workdays April 2019
14.0,5701.0,workdays April 2019
15.0,6817.0,workdays April 2019
17.0,5456.0,workdays April 2019
18.0,4153.0,workdays April 2019
19.0,3560.0,workdays April 2019
20.0,2865.0,workdays April 2019
21.0,2022.0,workdays April 2019
22.0,1564.0,workdays April 2019
23.0,1055.0,workdays April 2019
0.0,723.0,workdays April 2019
1.0,538.0,workdays April 2019
2.0,498.0,workdays April 2019
3.0,534.0,workdays April 2019
4.0,798.0,workdays April 2019
5.0,2259.0,workdays April 2019
8.0,5368.0,workdays April 2019
9.0,4570.0,workdays April 2019
11.0,4661.0,workdays April 2019
12.0,4924.0,workdays April 2019
13.0,5070.0,workdays April 2019
14.0,5876.0,workdays April 2019
18.0,4520.0,workdays April 2019
19.0,3841.0,workdays April 2019
20.0,3177.0,workdays April 2019
21.0,2072.0,workdays April 2019
22.0,1419.0,workdays April 2019
23.0,951.0,workdays April 2019
0.0,764.0,workdays April 2019
2.0,534.0,workdays April 2019
3.0,587.0,workdays April 2019
4.0,887.0,workdays April 2019
5.0,2219.0,workdays April 2019
6.0,5136.0,workdays April 2019
7.0,6059.0,workdays April 2019
8.0,5046.0,workdays April 2019
9.0,4576.0,workdays April 2019
15.0,5571.0,workdays April 2019
17.0,4996.0,workdays April 2019
23.0,1385.0,workdays April 2019
0.0,577.0,workdays April 2019
1.0,413.0,workdays April 2019
2.0,374.0,workdays April 2019
3.0,557.0,workdays April 2019
4.0,848.0,workdays April 2019
9.0,4113.0,workdays April 2019
10.0,4694.0,workdays April 2019
11.0,4710.0,workdays April 2019
12.0,4605.0,workdays April 2019
13.0,4996.0,workdays April 2019
15.0,5768.0,workdays April 2019
16.0,5506.0,workdays April 2019
17.0,4729.0,workdays April 2019
18.0,4032.0,workdays April 2019
20.0,2375.0,workdays April 2019
23.0,667.0,workdays April 2019
0.0,537.0,workdays April 2019
1.0,393.0,workdays April 2019
2.0,398.0,workdays April 2019
3.0,470.0,workdays April 2019
4.0,751.0,workdays April 2019
9.0,4177.0,workdays April 2019
10.0,4582.0,workdays April 2019
11.0,4617.0,workdays April 2019
12.0,4719.0,workdays April 2019
13.0,4774.0,workdays April 2019
14.0,5492.0,workdays April 2019
15.0,5873.0,workdays April 2019
16.0,5539.0,workdays April 2019
17.0,4966.0,workdays April 2019
18.0,4336.0,workdays April 2019
19.0,3673.0,workdays April 2019
20.0,2822.0,workdays April 2019
21.0,1939.0,workdays April 2019
22.0,1420.0,workdays April 2019
23.0,1066.0,workdays April 2019
4.0,790.0,workdays November 2019
23.0,711.0,workdays November 2019
6.0,4985.0,workdays November 2019
7.0,5716.0,workdays November 2019
8.0,4952.0,workdays November 2019
9.0,4184.0,workdays November 2019
10.0,3929.0,workdays November 2019
11.0,4193.0,workdays November 2019
12.0,4448.0,workdays November 2019
13.0,4616.0,workdays November 2019
14.0,5516.0,workdays November 2019
18.0,3931.0,workdays November 2019
19.0,3143.0,workdays November 2019
20.0,2334.0,workdays November 2019
21.0,1531.0,workdays November 2019
22.0,1032.0,workdays November 2019
23.0,608.0,workdays November 2019
0.0,435.0,workdays November 2019
1.0,339.0,workdays November 2019
2.0,328.0,workdays November 2019
3.0,430.0,workdays November 2019
4.0,770.0,workdays November 2019
5.0,2310.0,workdays November 2019
6.0,4986.0,workdays November 2019
7.0,5905.0,workdays November 2019
8.0,5121.0,workdays November 2019
9.0,4078.0,workdays November 2019
10.0,3842.0,workdays November 2019
11.0,3954.0,workdays November 2019
13.0,4456.0,workdays November 2019
14.0,5421.0,workdays November 2019
15.0,6379.0,workdays November 2019
16.0,5747.0,workdays November 2019
17.0,4748.0,workdays November 2019
19.0,2823.0,workdays November 2019
20.0,2188.0,workdays November 2019
21.0,1529.0,workdays November 2019
22.0,1086.0,workdays November 2019
0.0,418.0,workdays November 2019
1.0,383.0,workdays November 2019
2.0,361.0,workdays November 2019
3.0,424.0,workdays November 2019
4.0,724.0,workdays November 2019
5.0,2302.0,workdays November 2019
6.0,5081.0,workdays November 2019
7.0,6201.0,workdays November 2019
8.0,5234.0,workdays November 2019
9.0,3971.0,workdays November 2019
10.0,3784.0,workdays November 2019
11.0,3939.0,workdays November 2019
12.0,4331.0,workdays November 2019
13.0,4489.0,workdays November 2019
14.0,5574.0,workdays November 2019
15.0,6229.0,workdays November 2019
16.0,6362.0,workdays November 2019
17.0,5198.0,workdays November 2019
18.0,3910.0,workdays November 2019
19.0,2941.0,workdays November 2019
20.0,2347.0,workdays November 2019
21.0,1512.0,workdays November 2019
22.0,1137.0,workdays November 2019
23.0,703.0,workdays November 2019
0.0,456.0,workdays November 2019
1.0,409.0,workdays November 2019
2.0,364.0,workdays November 2019
3.0,447.0,workdays November 2019
4.0,772.0,workdays November 2019
5.0,2309.0,workdays November 2019
8.0,5226.0,workdays November 2019
9.0,4151.0,workdays November 2019
10.0,4071.0,workdays November 2019
11.0,4164.0,workdays November 2019
12.0,4315.0,workdays November 2019
13.0,4719.0,workdays November 2019
14.0,5619.0,workdays November 2019
15.0,6726.0,workdays November 2019
18.0,4068.0,workdays November 2019
19.0,3224.0,workdays November 2019
20.0,2401.0,workdays November 2019
21.0,1706.0,workdays November 2019
22.0,1255.0,workdays November 2019
23.0,742.0,workdays November 2019
0.0,520.0,workdays November 2019
1.0,456.0,workdays November 2019
2.0,392.0,workdays November 2019
3.0,493.0,workdays November 2019
4.0,760.0,workdays November 2019
5.0,2273.0,workdays November 2019
7.0,5967.0,workdays November 2019
9.0,4166.0,workdays November 2019
13.0,5400.0,workdays November 2019
15.0,6629.0,workdays November 2019
16.0,5881.0,workdays November 2019
17.0,5261.0,workdays November 2019
19.0,3301.0,workdays November 2019
20.0,2570.0,workdays November 2019
21.0,1722.0,workdays November 2019
22.0,1430.0,workdays November 2019
23.0,997.0,workdays November 2019
0.0,461.0,workdays November 2019
1.0,385.0,workdays November 2019
2.0,377.0,workdays November 2019
3.0,557.0,workdays November 2019
5.0,2422.0,workdays November 2019
6.0,4659.0,workdays November 2019
7.0,5843.0,workdays November 2019
8.0,5225.0,workdays November 2019
9.0,4068.0,workdays November 2019
11.0,4064.0,workdays November 2019
12.0,4163.0,workdays November 2019
13.0,4547.0,workdays November 2019
15.0,6754.0,workdays November 2019
16.0,6559.0,workdays November 2019
17.0,4917.0,workdays November 2019
18.0,3732.0,workdays November 2019
22.0,1034.0,workdays November 2019
2.0,312.0,workdays November 2019
4.0,722.0,workdays November 2019
7.0,6104.0,workdays November 2019
9.0,4113.0,workdays November 2019
10.0,3881.0,workdays November 2019
12.0,4196.0,workdays November 2019
13.0,4507.0,workdays November 2019
14.0,5399.0,workdays November 2019
15.0,6129.0,workdays November 2019
16.0,6017.0,workdays November 2019
17.0,4841.0,workdays November 2019
19.0,2868.0,workdays November 2019
22.0,1029.0,workdays November 2019
0.0,398.0,workdays November 2019
1.0,308.0,workdays November 2019
3.0,401.0,workdays November 2019
6.0,4769.0,workdays November 2019
7.0,5933.0,workdays November 2019
14.0,5472.0,workdays November 2019
15.0,6204.0,workdays November 2019
16.0,5975.0,workdays November 2019
17.0,4903.0,workdays November 2019
18.0,3858.0,workdays November 2019
19.0,3007.0,workdays November 2019
20.0,2302.0,workdays November 2019
21.0,1492.0,workdays November 2019
22.0,1106.0,workdays November 2019
23.0,655.0,workdays November 2019
0.0,510.0,workdays November 2019
1.0,339.0,workdays November 2019
2.0,353.0,workdays November 2019
3.0,416.0,workdays November 2019
4.0,757.0,workdays November 2019
5.0,2297.0,workdays November 2019
6.0,5185.0,workdays November 2019
8.0,5018.0,workdays November 2019
10.0,3950.0,workdays November 2019
11.0,4110.0,workdays November 2019
12.0,4447.0,workdays November 2019
13.0,4854.0,workdays November 2019
14.0,5635.0,workdays November 2019
16.0,6393.0,workdays November 2019
17.0,5231.0,workdays November 2019
18.0,3978.0,workdays November 2019
19.0,3241.0,workdays November 2019
20.0,2353.0,workdays November 2019
21.0,1714.0,workdays November 2019
22.0,1239.0,workdays November 2019
23.0,801.0,workdays November 2019
0.0,524.0,workdays November 2019
1.0,413.0,workdays November 2019
2.0,378.0,workdays November 2019
3.0,455.0,workdays November 2019
4.0,735.0,workdays November 2019
5.0,2235.0,workdays November 2019
6.0,5035.0,workdays November 2019
7.0,5977.0,workdays November 2019
8.0,4713.0,workdays November 2019
9.0,4041.0,workdays November 2019
10.0,3989.0,workdays November 2019
14.0,6037.0,workdays November 2019
18.0,4177.0,workdays November 2019
1.0,418.0,workdays November 2019
2.0,457.0,workdays November 2019
3.0,551.0,workdays November 2019
6.0,5118.0,workdays November 2019
7.0,6196.0,workdays November 2019
8.0,5194.0,workdays November 2019
9.0,3906.0,workdays November 2019
10.0,3832.0,workdays November 2019
11.0,3976.0,workdays November 2019
12.0,4140.0,workdays November 2019
13.0,4409.0,workdays November 2019
15.0,6759.0,workdays November 2019
16.0,6334.0,workdays November 2019
17.0,4851.0,workdays November 2019
18.0,3711.0,workdays November 2019
19.0,2823.0,workdays November 2019
20.0,2125.0,workdays November 2019
21.0,1386.0,workdays November 2019
23.0,612.0,workdays November 2019
3.0,396.0,workdays November 2019
4.0,726.0,workdays November 2019
5.0,2315.0,workdays November 2019
6.0,4943.0,workdays November 2019
7.0,6086.0,workdays November 2019
8.0,5045.0,workdays November 2019
9.0,3906.0,workdays November 2019
10.0,3851.0,workdays November 2019
11.0,3914.0,workdays November 2019
12.0,4127.0,workdays November 2019
13.0,4534.0,workdays November 2019
14.0,5562.0,workdays November 2019
15.0,6679.0,workdays November 2019
17.0,4981.0,workdays November 2019
18.0,3665.0,workdays November 2019
19.0,2935.0,workdays November 2019
20.0,2133.0,workdays November 2019
21.0,1425.0,workdays November 2019
22.0,1068.0,workdays November 2019
23.0,605.0,workdays November 2019
0.0,407.0,workdays November 2019
2.0,329.0,workdays November 2019
5.0,2267.0,workdays November 2019
6.0,5186.0,workdays November 2019
8.0,4831.0,workdays November 2019
9.0,3955.0,workdays November 2019
10.0,3863.0,workdays November 2019
11.0,3992.0,workdays November 2019
12.0,4277.0,workdays November 2019
13.0,4804.0,workdays November 2019
14.0,5613.0,workdays November 2019
15.0,6291.0,workdays November 2019
16.0,6130.0,workdays November 2019
17.0,5181.0,workdays November 2019
18.0,3997.0,workdays November 2019
19.0,3164.0,workdays November 2019
20.0,2378.0,workdays November 2019
21.0,1520.0,workdays November 2019
22.0,1189.0,workdays November 2019
23.0,664.0,workdays November 2019
0.0,427.0,workdays November 2019
1.0,327.0,workdays November 2019
2.0,338.0,workdays November 2019
3.0,431.0,workdays November 2019
4.0,725.0,workdays November 2019
5.0,2255.0,workdays November 2019
6.0,5049.0,workdays November 2019
7.0,6151.0,workdays November 2019
9.0,4011.0,workdays November 2019
10.0,3872.0,workdays November 2019
11.0,4124.0,workdays November 2019
12.0,4486.0,workdays November 2019
13.0,4567.0,workdays November 2019
14.0,5782.0,workdays November 2019
16.0,6220.0,workdays November 2019
17.0,5238.0,workdays November 2019
18.0,4034.0,workdays November 2019
19.0,3131.0,workdays November 2019
20.0,2453.0,workdays November 2019
21.0,1665.0,workdays November 2019
22.0,1254.0,workdays November 2019
23.0,784.0,workdays November 2019
0.0,517.0,workdays November 2019
2.0,381.0,workdays November 2019
3.0,438.0,workdays November 2019
4.0,752.0,workdays November 2019
5.0,2275.0,workdays November 2019
6.0,5129.0,workdays November 2019
7.0,6104.0,workdays November 2019
8.0,4736.0,workdays November 2019
9.0,4165.0,workdays November 2019
11.0,4160.0,workdays November 2019
12.0,4643.0,workdays November 2019
0.0,627.0,workdays November 2019
1.0,436.0,workdays November 2019
4.0,880.0,workdays November 2019
8.0,4806.0,workdays November 2019
9.0,3927.0,workdays November 2019
10.0,3844.0,workdays November 2019
11.0,3878.0,workdays November 2019
12.0,4135.0,workdays November 2019
14.0,5430.0,workdays November 2019
15.0,6708.0,workdays November 2019
16.0,6413.0,workdays November 2019
17.0,5201.0,workdays November 2019
18.0,3623.0,workdays November 2019
19.0,2880.0,workdays November 2019
20.0,2054.0,workdays November 2019
21.0,1456.0,workdays November 2019
23.0,601.0,workdays November 2019
1.0,284.0,workdays November 2019
2.0,313.0,workdays November 2019
3.0,438.0,workdays November 2019
4.0,782.0,workdays November 2019
5.0,2295.0,workdays November 2019
6.0,5037.0,workdays November 2019
7.0,6006.0,workdays November 2019
9.0,4168.0,workdays November 2019
10.0,3704.0,workdays November 2019
11.0,3916.0,workdays November 2019
12.0,4159.0,workdays November 2019
13.0,4431.0,workdays November 2019
14.0,5546.0,workdays November 2019
15.0,6218.0,workdays November 2019
16.0,6449.0,workdays November 2019
17.0,4809.0,workdays November 2019
18.0,3726.0,workdays November 2019
19.0,3088.0,workdays November 2019
20.0,2259.0,workdays November 2019
21.0,1483.0,workdays November 2019
22.0,1086.0,workdays November 2019
23.0,642.0,workdays November 2019
0.0,425.0,workdays November 2019
1.0,326.0,workdays November 2019
4.0,760.0,workdays November 2019
5.0,2301.0,workdays November 2019
6.0,5098.0,workdays November 2019
7.0,6085.0,workdays November 2019
8.0,4922.0,workdays November 2019
9.0,4009.0,workdays November 2019
10.0,4029.0,workdays November 2019
11.0,3903.0,workdays November 2019
12.0,4387.0,workdays November 2019
13.0,4685.0,workdays November 2019
14.0,5709.0,workdays November 2019
15.0,6608.0,workdays November 2019
16.0,6522.0,workdays November 2019
17.0,5184.0,workdays November 2019
18.0,3873.0,workdays November 2019
19.0,3196.0,workdays November 2019
20.0,2332.0,workdays November 2019
21.0,1588.0,workdays November 2019
22.0,1162.0,workdays November 2019
23.0,667.0,workdays November 2019
0.0,439.0,workdays November 2019
1.0,349.0,workdays November 2019
2.0,338.0,workdays November 2019
3.0,403.0,workdays November 2019
4.0,722.0,workdays November 2019
5.0,2204.0,workdays November 2019
8.0,5050.0,workdays November 2019
10.0,3953.0,workdays November 2019
11.0,4186.0,workdays November 2019
12.0,4269.0,workdays November 2019
13.0,4756.0,workdays November 2019
14.0,5608.0,workdays November 2019
15.0,6745.0,workdays November 2019
16.0,6233.0,workdays November 2019
17.0,5014.0,workdays November 2019
18.0,4064.0,workdays November 2019
19.0,3218.0,workdays November 2019
20.0,2429.0,workdays November 2019
21.0,1685.0,workdays November 2019
22.0,1241.0,workdays November 2019
23.0,751.0,workdays November 2019
0.0,539.0,workdays November 2019
1.0,357.0,workdays November 2019
2.0,365.0,workdays November 2019
3.0,466.0,workdays November 2019
4.0,724.0,workdays November 2019
5.0,2319.0,workdays November 2019
6.0,5053.0,workdays November 2019
7.0,5983.0,workdays November 2019
8.0,5099.0,workdays November 2019
15.0,6210.0,workdays November 2019
16.0,5848.0,workdays November 2019
0.0,108.0,workdays April 2020
1.0,107.0,workdays April 2020
3.0,174.0,workdays April 2020
4.0,317.0,workdays April 2020
7.0,2269.0,workdays April 2020
16.0,2082.0,workdays April 2020
23.0,188.0,workdays April 2020
0.0,106.0,workdays April 2020
1.0,112.0,workdays April 2020
2.0,105.0,workdays April 2020
3.0,167.0,workdays April 2020
5.0,1128.0,workdays April 2020
6.0,2335.0,workdays April 2020
11.0,1751.0,workdays April 2020
15.0,2590.0,workdays April 2020
16.0,2004.0,workdays April 2020
18.0,1301.0,workdays April 2020
0.0,134.0,workdays April 2020
1.0,83.0,workdays April 2020
3.0,168.0,workdays April 2020
8.0,1724.0,workdays April 2020
9.0,1624.0,workdays April 2020
10.0,1769.0,workdays April 2020
11.0,1869.0,workdays April 2020
12.0,1965.0,workdays April 2020
13.0,2272.0,workdays April 2020
14.0,2528.0,workdays April 2020
15.0,2646.0,workdays April 2020
17.0,1701.0,workdays April 2020
18.0,1352.0,workdays April 2020
19.0,1067.0,workdays April 2020
22.0,373.0,workdays April 2020
23.0,208.0,workdays April 2020
1.0,93.0,workdays April 2020
3.0,209.0,workdays April 2020
5.0,1298.0,workdays April 2020
6.0,2630.0,workdays April 2020
7.0,2324.0,workdays April 2020
8.0,1839.0,workdays April 2020
9.0,1681.0,workdays April 2020
10.0,1775.0,workdays April 2020
11.0,1849.0,workdays April 2020
12.0,1921.0,workdays April 2020
13.0,2116.0,workdays April 2020
14.0,2325.0,workdays April 2020
15.0,2807.0,workdays April 2020
16.0,2165.0,workdays April 2020
17.0,1801.0,workdays April 2020
19.0,1049.0,workdays April 2020
20.0,710.0,workdays April 2020
21.0,452.0,workdays April 2020
22.0,342.0,workdays April 2020
0.0,102.0,workdays April 2020
1.0,97.0,workdays April 2020
3.0,171.0,workdays April 2020
4.0,303.0,workdays April 2020
5.0,1157.0,workdays April 2020
6.0,2514.0,workdays April 2020
7.0,2368.0,workdays April 2020
8.0,1882.0,workdays April 2020
9.0,1731.0,workdays April 2020
10.0,1827.0,workdays April 2020
11.0,1864.0,workdays April 2020
12.0,1997.0,workdays April 2020
13.0,2081.0,workdays April 2020
14.0,2439.0,workdays April 2020
15.0,2752.0,workdays April 2020
16.0,2267.0,workdays April 2020
17.0,1823.0,workdays April 2020
18.0,1389.0,workdays April 2020
19.0,1067.0,workdays April 2020
20.0,781.0,workdays April 2020
21.0,478.0,workdays April 2020
22.0,358.0,workdays April 2020
0.0,125.0,workdays April 2020
1.0,106.0,workdays April 2020
2.0,121.0,workdays April 2020
3.0,176.0,workdays April 2020
4.0,341.0,workdays April 2020
5.0,1254.0,workdays April 2020
6.0,2529.0,workdays April 2020
7.0,2409.0,workdays April 2020
8.0,1904.0,workdays April 2020
9.0,1778.0,workdays April 2020
10.0,1856.0,workdays April 2020
11.0,2035.0,workdays April 2020
12.0,2085.0,workdays April 2020
13.0,2172.0,workdays April 2020
14.0,2470.0,workdays April 2020
15.0,2669.0,workdays April 2020
16.0,2257.0,workdays April 2020
17.0,1932.0,workdays April 2020
18.0,1393.0,workdays April 2020
19.0,1175.0,workdays April 2020
20.0,846.0,workdays April 2020
21.0,503.0,workdays April 2020
22.0,368.0,workdays April 2020
23.0,173.0,workdays April 2020
1.0,108.0,workdays April 2020
2.0,120.0,workdays April 2020
3.0,178.0,workdays April 2020
4.0,324.0,workdays April 2020
5.0,1209.0,workdays April 2020
6.0,2542.0,workdays April 2020
7.0,2408.0,workdays April 2020
8.0,1836.0,workdays April 2020
9.0,1750.0,workdays April 2020
10.0,1893.0,workdays April 2020
11.0,1962.0,workdays April 2020
12.0,1994.0,workdays April 2020
13.0,2164.0,workdays April 2020
14.0,2534.0,workdays April 2020
