X,Y,time_period
15.0,2788.0,workdays April 2020
16.0,2318.0,workdays April 2020
17.0,1826.0,workdays April 2020
18.0,1363.0,workdays April 2020
19.0,1102.0,workdays April 2020
20.0,855.0,workdays April 2020
21.0,536.0,workdays April 2020
22.0,473.0,workdays April 2020
23.0,171.0,workdays April 2020
0.0,155.0,workdays April 2020
1.0,86.0,workdays April 2020
2.0,122.0,workdays April 2020
3.0,171.0,workdays April 2020
4.0,328.0,workdays April 2020
5.0,1134.0,workdays April 2020
6.0,2464.0,workdays April 2020
7.0,2305.0,workdays April 2020
8.0,1853.0,workdays April 2020
9.0,1831.0,workdays April 2020
10.0,1997.0,workdays April 2020
11.0,2295.0,workdays April 2020
12.0,2259.0,workdays April 2020
13.0,2437.0,workdays April 2020
14.0,2623.0,workdays April 2020
17.0,1647.0,workdays April 2020
19.0,1076.0,workdays April 2020
20.0,829.0,workdays April 2020
21.0,477.0,workdays April 2020
22.0,380.0,workdays April 2020
23.0,183.0,workdays April 2020
2.0,104.0,workdays April 2020
3.0,187.0,workdays April 2020
4.0,371.0,workdays April 2020
5.0,1274.0,workdays April 2020
6.0,2720.0,workdays April 2020
7.0,2522.0,workdays April 2020
8.0,1864.0,workdays April 2020
9.0,1696.0,workdays April 2020
10.0,1682.0,workdays April 2020
12.0,2045.0,workdays April 2020
13.0,2040.0,workdays April 2020
14.0,2519.0,workdays April 2020
15.0,2943.0,workdays April 2020
16.0,2274.0,workdays April 2020
17.0,1650.0,workdays April 2020
18.0,1307.0,workdays April 2020
20.0,785.0,workdays April 2020
21.0,451.0,workdays April 2020
23.0,185.0,workdays April 2020
0.0,135.0,workdays April 2020
1.0,113.0,workdays April 2020
2.0,100.0,workdays April 2020
4.0,333.0,workdays April 2020
5.0,1237.0,workdays April 2020
6.0,2755.0,workdays April 2020
7.0,2650.0,workdays April 2020
8.0,1930.0,workdays April 2020
9.0,1862.0,workdays April 2020
10.0,2000.0,workdays April 2020
11.0,2056.0,workdays April 2020
12.0,2155.0,workdays April 2020
13.0,2334.0,workdays April 2020
14.0,2602.0,workdays April 2020
15.0,3052.0,workdays April 2020
16.0,2554.0,workdays April 2020
17.0,2073.0,workdays April 2020
18.0,1629.0,workdays April 2020
19.0,1208.0,workdays April 2020
20.0,915.0,workdays April 2020
21.0,536.0,workdays April 2020
22.0,439.0,workdays April 2020
23.0,166.0,workdays April 2020
0.0,151.0,workdays April 2020
2.0,130.0,workdays April 2020
4.0,343.0,workdays April 2020
5.0,1259.0,workdays April 2020
6.0,2878.0,workdays April 2020
7.0,2690.0,workdays April 2020
8.0,2080.0,workdays April 2020
9.0,1931.0,workdays April 2020
10.0,2091.0,workdays April 2020
11.0,2159.0,workdays April 2020
12.0,2246.0,workdays April 2020
13.0,2329.0,workdays April 2020
14.0,2661.0,workdays April 2020
15.0,3238.0,workdays April 2020
16.0,2539.0,workdays April 2020
17.0,2176.0,workdays April 2020
18.0,1672.0,workdays April 2020
19.0,1155.0,workdays April 2020
20.0,933.0,workdays April 2020
21.0,547.0,workdays April 2020
22.0,450.0,workdays April 2020
23.0,200.0,workdays April 2020
0.0,139.0,workdays April 2020
1.0,111.0,workdays April 2020
2.0,117.0,workdays April 2020
3.0,201.0,workdays April 2020
4.0,351.0,workdays April 2020
5.0,1237.0,workdays April 2020
6.0,2757.0,workdays April 2020
7.0,2499.0,workdays April 2020
8.0,2083.0,workdays April 2020
9.0,2053.0,workdays April 2020
10.0,2157.0,workdays April 2020
11.0,2262.0,workdays April 2020
12.0,2394.0,workdays April 2020
13.0,2671.0,workdays April 2020
14.0,2962.0,workdays April 2020
15.0,3071.0,workdays April 2020
16.0,2407.0,workdays April 2020
17.0,2094.0,workdays April 2020
18.0,1683.0,workdays April 2020
19.0,1396.0,workdays April 2020
20.0,1012.0,workdays April 2020
21.0,648.0,workdays April 2020
22.0,418.0,workdays April 2020
23.0,216.0,workdays April 2020
2.0,121.0,workdays April 2020
7.0,2895.0,workdays April 2020
8.0,2300.0,workdays April 2020
9.0,2258.0,workdays April 2020
10.0,2332.0,workdays April 2020
11.0,2399.0,workdays April 2020
12.0,2543.0,workdays April 2020
13.0,2806.0,workdays April 2020
14.0,3131.0,workdays April 2020
15.0,3648.0,workdays April 2020
16.0,3051.0,workdays April 2020
17.0,2552.0,workdays April 2020
18.0,1877.0,workdays April 2020
19.0,1385.0,workdays April 2020
20.0,927.0,workdays April 2020
21.0,533.0,workdays April 2020
22.0,375.0,workdays April 2020
23.0,185.0,workdays April 2020
0.0,114.0,workdays April 2020
1.0,92.0,workdays April 2020
2.0,118.0,workdays April 2020
3.0,183.0,workdays April 2020
4.0,386.0,workdays April 2020
5.0,1331.0,workdays April 2020
7.0,2956.0,workdays April 2020
8.0,2358.0,workdays April 2020
9.0,2208.0,workdays April 2020
10.0,2369.0,workdays April 2020
11.0,2378.0,workdays April 2020
12.0,2503.0,workdays April 2020
13.0,2764.0,workdays April 2020
14.0,3068.0,workdays April 2020
15.0,3737.0,workdays April 2020
16.0,3083.0,workdays April 2020
17.0,2624.0,workdays April 2020
18.0,1809.0,workdays April 2020
19.0,1451.0,workdays April 2020
20.0,951.0,workdays April 2020
21.0,649.0,workdays April 2020
22.0,397.0,workdays April 2020
23.0,183.0,workdays April 2020
0.0,158.0,workdays April 2020
1.0,108.0,workdays April 2020
2.0,116.0,workdays April 2020
3.0,191.0,workdays April 2020
4.0,356.0,workdays April 2020
5.0,1374.0,workdays April 2020
7.0,2949.0,workdays April 2020
8.0,2527.0,workdays April 2020
9.0,2270.0,workdays April 2020
10.0,2452.0,workdays April 2020
11.0,2507.0,workdays April 2020
12.0,2658.0,workdays April 2020
13.0,2798.0,workdays April 2020
14.0,3175.0,workdays April 2020
15.0,3764.0,workdays April 2020
16.0,3133.0,workdays April 2020
17.0,2644.0,workdays April 2020
18.0,2006.0,workdays April 2020
19.0,1442.0,workdays April 2020
20.0,1131.0,workdays April 2020
21.0,676.0,workdays April 2020
22.0,467.0,workdays April 2020
23.0,256.0,workdays April 2020
0.0,144.0,workdays April 2020
1.0,99.0,workdays April 2020
2.0,120.0,workdays April 2020
3.0,200.0,workdays April 2020
4.0,380.0,workdays April 2020
6.0,3080.0,workdays April 2020
8.0,2627.0,workdays April 2020
9.0,2405.0,workdays April 2020
10.0,2511.0,workdays April 2020
11.0,2584.0,workdays April 2020
12.0,2856.0,workdays April 2020
13.0,3013.0,workdays April 2020
14.0,3201.0,workdays April 2020
15.0,3704.0,workdays April 2020
16.0,3183.0,workdays April 2020
17.0,2642.0,workdays April 2020
18.0,2092.0,workdays April 2020
19.0,1603.0,workdays April 2020
21.0,783.0,workdays April 2020
23.0,222.0,workdays April 2020
1.0,129.0,workdays April 2020
2.0,119.0,workdays April 2020
3.0,214.0,workdays April 2020
4.0,397.0,workdays April 2020
6.0,3044.0,workdays April 2020
10.0,2710.0,workdays April 2020
11.0,2797.0,workdays April 2020
16.0,3231.0,workdays April 2020
20.0,1207.0,workdays April 2020
0.0,128.0,workdays April 2020
2.0,97.0,workdays April 2020
18.0,1458.0,workdays April 2020
19.0,1197.0,workdays April 2020
20.0,942.0,workdays April 2020
21.0,609.0,workdays April 2020
22.0,376.0,workdays April 2020
23.0,204.0,workdays April 2020
0.0,143.0,workdays April 2020
1.0,103.0,workdays April 2020
2.0,127.0,workdays April 2020
3.0,204.0,workdays April 2020
4.0,373.0,workdays April 2020
5.0,1346.0,workdays April 2020
6.0,3066.0,workdays April 2020
22.0,412.0,workdays April 2020
23.0,232.0,workdays April 2020
0.0,160.0,workdays April 2020
4.0,391.0,workdays April 2020
5.0,1279.0,workdays April 2020
6.0,2943.0,workdays April 2020
7.0,2905.0,workdays April 2020
8.0,2480.0,workdays April 2020
9.0,2459.0,workdays April 2020
12.0,2915.0,workdays April 2020
13.0,3065.0,workdays April 2020
14.0,3463.0,workdays April 2020
15.0,3730.0,workdays April 2020
17.0,2663.0,workdays April 2020
18.0,2161.0,workdays April 2020
19.0,1606.0,workdays April 2020
20.0,1150.0,workdays April 2020
21.0,664.0,workdays April 2020
22.0,471.0,workdays April 2020
5.0,1235.0,workdays April 2020
6.0,2805.0,workdays April 2020
7.0,2877.0,workdays April 2020
1.0,192.0,workdays November 2020
8.0,2868.0,workdays November 2020
12.0,2376.0,workdays November 2020
11.0,2124.0,workdays November 2020
3.0,264.0,workdays November 2020
4.0,384.0,workdays November 2020
2.0,144.0,workdays November 2020
7.0,3360.0,workdays November 2020
6.0,1992.0,workdays November 2020
5.0,636.0,workdays November 2020
21.0,732.0,workdays November 2020
19.0,1692.0,workdays November 2020
20.0,1140.0,workdays November 2020
0.0,228.0,workdays November 2020
23.0,336.0,workdays November 2020
15.0,3096.0,workdays November 2020
13.0,2592.0,workdays November 2020
14.0,2532.0,workdays November 2020
18.0,1788.0,workdays November 2020
16.0,3204.0,workdays November 2020
17.0,2880.0,workdays November 2020
18.0,2088.0,workdays November 2020
19.0,1332.0,workdays November 2020
1.0,168.0,workdays November 2020
22.0,276.0,workdays November 2020
23.0,288.0,workdays November 2020
20.0,828.0,workdays November 2020
21.0,756.0,workdays November 2020
8.0,2856.0,workdays November 2020
7.0,2940.0,workdays November 2020
10.0,2160.0,workdays November 2020
9.0,2316.0,workdays November 2020
6.0,1824.0,workdays November 2020
5.0,780.0,workdays November 2020
15.0,2964.0,workdays November 2020
17.0,2400.0,workdays November 2020
16.0,3000.0,workdays November 2020
12.0,2076.0,workdays November 2020
11.0,2064.0,workdays November 2020
14.0,2280.0,workdays November 2020
13.0,2280.0,workdays November 2020
19.0,1236.0,workdays November 2020
23.0,264.0,workdays November 2020
21.0,708.0,workdays November 2020
22.0,492.0,workdays November 2020
6.0,2004.0,workdays November 2020
7.0,3108.0,workdays November 2020
2.0,144.0,workdays November 2020
1.0,180.0,workdays November 2020
4.0,264.0,workdays November 2020
3.0,264.0,workdays November 2020
13.0,2100.0,workdays November 2020
16.0,2568.0,workdays November 2020
15.0,1968.0,workdays November 2020
10.0,2124.0,workdays November 2020
12.0,1944.0,workdays November 2020
11.0,2160.0,workdays November 2020
6.0,2220.0,workdays November 2020
5.0,744.0,workdays November 2020
8.0,2700.0,workdays November 2020
1.0,156.0,workdays November 2020
0.0,252.0,workdays November 2020
0.0,252.0,workdays November 2020
0.0,204.0,workdays November 2020
0.0,204.0,workdays November 2020
0.0,264.0,workdays November 2020
0.0,264.0,workdays November 2020
0.0,216.0,workdays November 2020
0.0,216.0,workdays November 2020
4.0,420.0,workdays November 2020
2.0,180.0,workdays November 2020
13.0,2244.0,workdays November 2020
19.0,1392.0,workdays November 2020
20.0,1212.0,workdays November 2020
17.0,1980.0,workdays November 2020
18.0,1968.0,workdays November 2020
23.0,336.0,workdays November 2020
21.0,864.0,workdays November 2020
22.0,468.0,workdays November 2020
11.0,2100.0,workdays November 2020
12.0,1920.0,workdays November 2020
9.0,2004.0,workdays November 2020
10.0,2064.0,workdays November 2020
15.0,2736.0,workdays November 2020
16.0,2496.0,workdays November 2020
14.0,1872.0,workdays November 2020
22.0,492.0,workdays November 2020
20.0,816.0,workdays November 2020
19.0,1284.0,workdays November 2020
10.0,1656.0,workdays November 2020
11.0,1716.0,workdays November 2020
23.0,336.0,workdays November 2020
14.0,2052.0,workdays November 2020
15.0,2664.0,workdays November 2020
12.0,2064.0,workdays November 2020
13.0,2064.0,workdays November 2020
17.0,2196.0,workdays November 2020
18.0,1848.0,workdays November 2020
16.0,2868.0,workdays November 2020
3.0,180.0,workdays November 2020
2.0,132.0,workdays November 2020
8.0,2856.0,workdays November 2020
9.0,2112.0,workdays November 2020
5.0,744.0,workdays November 2020
6.0,1500.0,workdays November 2020
7.0,2748.0,workdays November 2020
5.0,684.0,workdays November 2020
4.0,336.0,workdays November 2020
6.0,1944.0,workdays November 2020
2.0,180.0,workdays November 2020
1.0,168.0,workdays November 2020
3.0,252.0,workdays November 2020
18.0,1968.0,workdays November 2020
19.0,1464.0,workdays November 2020
16.0,2880.0,workdays November 2020
17.0,2184.0,workdays November 2020
22.0,420.0,workdays November 2020
20.0,1104.0,workdays November 2020
21.0,852.0,workdays November 2020
9.0,1860.0,workdays November 2020
10.0,1968.0,workdays November 2020
7.0,3156.0,workdays November 2020
8.0,2640.0,workdays November 2020
14.0,2436.0,workdays November 2020
15.0,2664.0,workdays November 2020
12.0,2184.0,workdays November 2020
13.0,2304.0,workdays November 2020
11.0,2364.0,workdays November 2020
14.0,2520.0,workdays November 2020
13.0,2220.0,workdays November 2020
15.0,3108.0,workdays November 2020
10.0,2052.0,workdays November 2020
9.0,2268.0,workdays November 2020
12.0,2520.0,workdays November 2020
11.0,2112.0,workdays November 2020
2.0,240.0,workdays November 2020
3.0,252.0,workdays November 2020
0.0,228.0,workdays November 2020
1.0,204.0,workdays November 2020
7.0,2856.0,workdays November 2020
8.0,2436.0,workdays November 2020
4.0,372.0,workdays November 2020
6.0,1932.0,workdays November 2020
16.0,2940.0,workdays November 2020
15.0,2652.0,workdays November 2020
17.0,2304.0,workdays November 2020
13.0,2364.0,workdays November 2020
12.0,2208.0,workdays November 2020
14.0,2544.0,workdays November 2020
22.0,276.0,workdays November 2020
21.0,828.0,workdays November 2020
23.0,324.0,workdays November 2020
19.0,1440.0,workdays November 2020
18.0,1932.0,workdays November 2020
20.0,1044.0,workdays November 2020
4.0,420.0,workdays November 2020
3.0,264.0,workdays November 2020
5.0,564.0,workdays November 2020
1.0,192.0,workdays November 2020
0.0,216.0,workdays November 2020
2.0,180.0,workdays November 2020
10.0,2280.0,workdays November 2020
9.0,2172.0,workdays November 2020
11.0,2244.0,workdays November 2020
7.0,2640.0,workdays November 2020
6.0,1728.0,workdays November 2020
8.0,2184.0,workdays November 2020
19.0,1824.0,workdays November 2020
20.0,1416.0,workdays November 2020
18.0,2496.0,workdays November 2020
16.0,3180.0,workdays November 2020
0.0,276.0,workdays November 2020
0.0,276.0,workdays November 2020
0.0,216.0,workdays November 2020
0.0,216.0,workdays November 2020
0.0,288.0,workdays November 2020
0.0,288.0,workdays November 2020
0.0,228.0,workdays November 2020
0.0,228.0,workdays November 2020
21.0,900.0,workdays November 2020
22.0,456.0,workdays November 2020
1.0,204.0,workdays November 2020
7.0,2688.0,workdays November 2020
8.0,2364.0,workdays November 2020
5.0,612.0,workdays November 2020
6.0,1956.0,workdays November 2020
12.0,2508.0,workdays November 2020
14.0,2652.0,workdays November 2020
9.0,2196.0,workdays November 2020
10.0,2184.0,workdays November 2020
19.0,1476.0,workdays November 2020
20.0,1200.0,workdays November 2020
17.0,2520.0,workdays November 2020
18.0,2016.0,workdays November 2020
23.0,276.0,workdays November 2020
0.0,216.0,workdays November 2020
21.0,660.0,workdays November 2020
22.0,324.0,workdays November 2020
6.0,2064.0,workdays November 2020
5.0,744.0,workdays November 2020
8.0,2736.0,workdays November 2020
7.0,3252.0,workdays November 2020
2.0,228.0,workdays November 2020
3.0,264.0,workdays November 2020
12.0,2400.0,workdays November 2020
11.0,2280.0,workdays November 2020
10.0,2388.0,workdays November 2020
13.0,2424.0,workdays November 2020
15.0,2472.0,workdays November 2020
9.0,2436.0,workdays November 2020
14.0,2604.0,workdays November 2020
19.0,1824.0,workdays November 2020
17.0,2748.0,workdays November 2020
23.0,264.0,workdays November 2020
0.0,204.0,workdays November 2020
21.0,864.0,workdays November 2020
22.0,456.0,workdays November 2020
6.0,2064.0,workdays November 2020
5.0,708.0,workdays November 2020
7.0,3180.0,workdays November 2020
2.0,132.0,workdays November 2020
1.0,228.0,workdays November 2020
4.0,348.0,workdays November 2020
14.0,2808.0,workdays November 2020
15.0,2604.0,workdays November 2020
10.0,2184.0,workdays November 2020
9.0,2304.0,workdays November 2020
12.0,2616.0,workdays November 2020
11.0,2376.0,workdays November 2020
0.0,252.0,workdays November 2020
17.0,2880.0,workdays November 2020
16.0,3264.0,workdays November 2020
14.0,2868.0,workdays November 2020
13.0,2424.0,workdays November 2020
15.0,3036.0,workdays November 2020
23.0,312.0,workdays November 2020
22.0,420.0,workdays November 2020
20.0,1440.0,workdays November 2020
21.0,924.0,workdays November 2020
4.0,360.0,workdays November 2020
6.0,2208.0,workdays November 2020
2.0,228.0,workdays November 2020
3.0,252.0,workdays November 2020
10.0,2244.0,workdays November 2020
20.0,1368.0,workdays November 2020
21.0,1068.0,workdays November 2020
0.0,276.0,workdays November 2020
16.0,3060.0,workdays November 2020
14.0,2508.0,workdays November 2020
17.0,2760.0,workdays November 2020
18.0,2292.0,workdays November 2020
5.0,744.0,workdays November 2020
6.0,1932.0,workdays November 2020
2.0,204.0,workdays November 2020
1.0,180.0,workdays November 2020
3.0,180.0,workdays November 2020
11.0,2448.0,workdays November 2020
12.0,2496.0,workdays November 2020
8.0,3132.0,workdays November 2020
7.0,3264.0,workdays November 2020
9.0,2124.0,workdays November 2020
15.0,2964.0,workdays November 2020
21.0,1068.0,workdays November 2020
23.0,324.0,workdays November 2020
20.0,1140.0,workdays November 2020
4.0,324.0,workdays November 2020
5.0,708.0,workdays November 2020
1.0,168.0,workdays November 2020
12.0,2616.0,workdays November 2020
11.0,2448.0,workdays November 2020
7.0,3336.0,workdays November 2020
9.0,2220.0,workdays November 2020
16.0,3480.0,workdays November 2020
17.0,2868.0,workdays November 2020
0.0,216.0,workdays November 2020
0.0,216.0,workdays November 2020
0.0,132.0,workdays November 2020
0.0,132.0,workdays November 2020
0.0,264.0,workdays November 2020
0.0,264.0,workdays November 2020
21.0,624.0,workdays November 2020
4.0,408.0,workdays November 2020
3.0,312.0,workdays November 2020
5.0,624.0,workdays November 2020
1.0,240.0,workdays November 2020
7.0,2856.0,workdays November 2020
6.0,1752.0,workdays November 2020
8.0,2904.0,workdays November 2020
22.0,276.0,workdays November 2020
20.0,864.0,workdays November 2020
5.0,720.0,workdays November 2020
3.0,180.0,workdays November 2020
0.0,180.0,workdays November 2020
0.0,168.0,workdays November 2020
0.0,180.0,workdays November 2020
0.0,168.0,workdays November 2020
4.0,240.0,workdays November 2020
3.0,288.0,workdays November 2020
1.0,144.0,workdays November 2020
23.0,216.0,workdays November 2020
0.0,132.0,workdays November 2020
0.0,132.0,workdays November 2020
0.0,132.0,workdays November 2020
0.0,132.0,workdays November 2020
3.0,180.0,workdays November 2020
17.0,2496.0,workdays November 2020
16.0,2964.0,workdays November 2020
18.0,2136.0,workdays November 2020
15.0,2892.0,workdays November 2020
22.0,456.0,workdays November 2020
20.0,936.0,workdays November 2020
19.0,1356.0,workdays November 2020
21.0,924.0,workdays November 2020
2.0,168.0,workdays November 2020
1.0,120.0,workdays November 2020
17.0,2388.0,workdays November 2020
16.0,3180.0,workdays November 2020
18.0,1740.0,workdays November 2020
14.0,2460.0,workdays November 2020
13.0,2364.0,workdays November 2020
15.0,2772.0,workdays November 2020
23.0,288.0,workdays November 2020
22.0,420.0,workdays November 2020
0.0,240.0,workdays November 2020
20.0,1116.0,workdays November 2020
19.0,1584.0,workdays November 2020
21.0,876.0,workdays November 2020
4.0,408.0,workdays November 2020
6.0,1956.0,workdays November 2020
2.0,192.0,workdays November 2020
1.0,192.0,workdays November 2020
3.0,252.0,workdays November 2020
11.0,1776.0,workdays November 2020
10.0,2136.0,workdays November 2020
12.0,2256.0,workdays November 2020
8.0,2880.0,workdays November 2020
7.0,3060.0,workdays November 2020
9.0,2376.0,workdays November 2020
8.0,2592.0,workdays November 2020
6.0,1776.0,workdays November 2020
7.0,2928.0,workdays November 2020
9.0,2160.0,workdays November 2020
10.0,2376.0,workdays November 2020
2.0,144.0,workdays November 2020
5.0,768.0,workdays November 2020
3.0,204.0,workdays November 2020
4.0,336.0,workdays November 2020
19.0,1884.0,workdays November 2020
21.0,900.0,workdays November 2020
22.0,492.0,workdays November 2020
12.0,2580.0,workdays November 2020
13.0,2676.0,workdays November 2020
15.0,3228.0,workdays November 2020
16.0,3408.0,workdays November 2020
8.0,3132.0,workdays November 2020
11.0,2112.0,workdays November 2020
9.0,2496.0,workdays November 2020
10.0,2040.0,workdays November 2020
2.0,240.0,workdays November 2020
21.0,780.0,workdays November 2020
19.0,1212.0,workdays November 2020
0.0,240.0,workdays November 2020
22.0,336.0,workdays November 2020
23.0,300.0,workdays November 2020
14.0,2676.0,workdays November 2020
12.0,1668.0,workdays November 2020
13.0,2220.0,workdays November 2020
17.0,2052.0,workdays November 2020
18.0,1584.0,workdays November 2020
16.0,2700.0,workdays November 2020
16.0,2820.0,workdays November 2020
18.0,1836.0,workdays November 2020
17.0,2856.0,workdays November 2020
14.0,2352.0,workdays November 2020
13.0,2136.0,workdays November 2020
15.0,2760.0,workdays November 2020
21.0,744.0,workdays November 2020
23.0,288.0,workdays November 2020
19.0,1512.0,workdays November 2020
20.0,1068.0,workdays November 2020
4.0,384.0,workdays November 2020
7.0,3012.0,workdays November 2020
3.0,216.0,workdays November 2020
11.0,1896.0,workdays November 2020
10.0,2112.0,workdays November 2020
12.0,2592.0,workdays November 2020
8.0,3012.0,workdays November 2020
9.0,2184.0,workdays November 2020
16.0,2724.0,workdays November 2020
18.0,2004.0,workdays November 2020
17.0,2628.0,workdays November 2020
13.0,2412.0,workdays November 2020
15.0,2652.0,workdays November 2020
14.0,2460.0,workdays November 2020
23.0,216.0,workdays November 2020
22.0,384.0,workdays November 2020
0.0,264.0,workdays November 2020
0.0,252.0,workdays November 2020
0.0,168.0,workdays November 2020
0.0,156.0,workdays November 2020
0.0,252.0,workdays November 2020
0.0,240.0,workdays November 2020
0.0,156.0,workdays November 2020
0.0,144.0,workdays November 2020
19.0,1524.0,workdays November 2020
20.0,804.0,workdays November 2020
21.0,840.0,workdays November 2020
4.0,348.0,workdays November 2020
3.0,264.0,workdays November 2020
5.0,660.0,workdays November 2020
1.0,216.0,workdays November 2020
2.0,168.0,workdays November 2020
10.0,2352.0,workdays November 2020
11.0,2196.0,workdays November 2020
9.0,2292.0,workdays November 2020
8.0,2928.0,workdays November 2020
8.0,2892.0,workdays November 2020
7.0,2856.0,workdays November 2020
10.0,2040.0,workdays November 2020
11.0,1908.0,workdays November 2020
9.0,2040.0,workdays November 2020
2.0,204.0,workdays November 2020
3.0,204.0,workdays November 2020
1.0,204.0,workdays November 2020
5.0,504.0,workdays November 2020
4.0,312.0,workdays November 2020
20.0,1344.0,workdays November 2020
18.0,2088.0,workdays November 2020
19.0,1536.0,workdays November 2020
23.0,348.0,workdays November 2020
21.0,744.0,workdays November 2020
22.0,516.0,workdays November 2020
13.0,2328.0,workdays November 2020
14.0,2196.0,workdays November 2020
12.0,2064.0,workdays November 2020
16.0,2880.0,workdays November 2020
17.0,2784.0,workdays November 2020
15.0,2712.0,workdays November 2020
15.0,2892.0,workdays November 2020
16.0,2868.0,workdays November 2020
12.0,2496.0,workdays November 2020
14.0,2568.0,workdays November 2020
13.0,2160.0,workdays November 2020
21.0,972.0,workdays November 2020
20.0,1116.0,workdays November 2020
18.0,1896.0,workdays November 2020
17.0,2232.0,workdays November 2020
19.0,1464.0,workdays November 2020
5.0,576.0,workdays November 2020
4.0,312.0,workdays November 2020
1.0,192.0,workdays November 2020
0.0,264.0,workdays November 2020
0.0,288.0,workdays November 2020
0.0,204.0,workdays November 2020
0.0,168.0,workdays November 2020
0.0,228.0,workdays November 2020
0.0,192.0,workdays November 2020
2.0,192.0,workdays November 2020
9.0,2280.0,workdays November 2020
11.0,2220.0,workdays November 2020
10.0,2136.0,workdays November 2020
6.0,2112.0,workdays November 2020
8.0,2868.0,workdays November 2020
23.0,324.0,workdays November 2020
16.0,3480.0,workdays November 2020
17.0,2508.0,workdays November 2020
15.0,3000.0,workdays November 2020
13.0,2400.0,workdays November 2020
14.0,2748.0,workdays November 2020
22.0,360.0,workdays November 2020
21.0,900.0,workdays November 2020
23.0,312.0,workdays November 2020
19.0,1164.0,workdays November 2020
18.0,1548.0,workdays November 2020
20.0,1056.0,workdays November 2020
4.0,432.0,workdays November 2020
5.0,780.0,workdays November 2020
6.0,1956.0,workdays November 2020
2.0,132.0,workdays November 2020
1.0,192.0,workdays November 2020
3.0,300.0,workdays November 2020
10.0,1860.0,workdays November 2020
12.0,2496.0,workdays November 2020
11.0,2424.0,workdays November 2020
7.0,3024.0,workdays November 2020
9.0,1740.0,workdays November 2020
8.0,2484.0,workdays November 2020
8.0,2664.0,workdays November 2020
6.0,2028.0,workdays November 2020
10.0,2112.0,workdays November 2020
11.0,2004.0,workdays November 2020
2.0,156.0,workdays November 2020
0.0,228.0,workdays November 2020
0.0,216.0,workdays November 2020
0.0,192.0,workdays November 2020
0.0,180.0,workdays November 2020
0.0,216.0,workdays November 2020
0.0,204.0,workdays November 2020
0.0,180.0,workdays November 2020
0.0,168.0,workdays November 2020
1.0,240.0,workdays November 2020
5.0,756.0,workdays November 2020
4.0,324.0,workdays November 2020
20.0,1056.0,workdays November 2020
19.0,1548.0,workdays November 2020
22.0,396.0,workdays November 2020
23.0,252.0,workdays November 2020
18.0,1860.0,workdays November 2020
13.0,2052.0,workdays November 2020
12.0,2172.0,workdays November 2020
17.0,2532.0,workdays November 2020
15.0,2724.0,workdays November 2020
16.0,2628.0,workdays November 2020
16.0,3312.0,workdays November 2020
13.0,2340.0,workdays November 2020
15.0,2532.0,workdays November 2020
14.0,2544.0,workdays November 2020
18.0,1848.0,workdays November 2020
22.0,480.0,workdays November 2020
21.0,816.0,workdays November 2020
23.0,240.0,workdays November 2020
20.0,1032.0,workdays November 2020
4.0,252.0,workdays November 2020
6.0,2004.0,workdays November 2020
5.0,648.0,workdays November 2020
2.0,156.0,workdays November 2020
1.0,132.0,workdays November 2020
3.0,252.0,workdays November 2020
10.0,1920.0,workdays November 2020
12.0,2280.0,workdays November 2020
11.0,2064.0,workdays November 2020
7.0,3216.0,workdays November 2020
9.0,2232.0,workdays November 2020
8.0,2928.0,workdays November 2020
16.0,2916.0,workdays November 2020
18.0,1872.0,workdays November 2020
17.0,2364.0,workdays November 2020
15.0,2472.0,workdays November 2020
14.0,2436.0,workdays November 2020
23.0,300.0,workdays November 2020
22.0,384.0,workdays November 2020
0.0,264.0,workdays November 2020
0.0,252.0,workdays November 2020
0.0,240.0,workdays November 2020
0.0,228.0,workdays November 2020
0.0,276.0,workdays November 2020
0.0,264.0,workdays November 2020
0.0,252.0,workdays November 2020
0.0,240.0,workdays November 2020
19.0,1452.0,workdays November 2020
20.0,1272.0,workdays November 2020
21.0,960.0,workdays November 2020
4.0,384.0,workdays November 2020
3.0,312.0,workdays November 2020
2.0,180.0,workdays November 2020
10.0,2160.0,workdays November 2020
12.0,2220.0,workdays November 2020
11.0,1872.0,workdays November 2020
7.0,3240.0,workdays November 2020
6.0,2028.0,workdays November 2020
9.0,2256.0,workdays November 2020
16.0,2928.0,workdays November 2020
17.0,2808.0,workdays November 2020
13.0,2400.0,workdays November 2020
14.0,2472.0,workdays November 2020
22.0,504.0,workdays November 2020
23.0,240.0,workdays November 2020
19.0,1620.0,workdays November 2020
18.0,1860.0,workdays November 2020
20.0,1176.0,workdays November 2020
4.0,420.0,workdays November 2020
6.0,2016.0,workdays November 2020
5.0,552.0,workdays November 2020
1.0,228.0,workdays November 2020
2.0,168.0,workdays November 2020
3.0,288.0,workdays November 2020
10.0,2004.0,workdays November 2020
12.0,2244.0,workdays November 2020
11.0,2160.0,workdays November 2020
7.0,2760.0,workdays November 2020
9.0,2316.0,workdays November 2020
8.0,2964.0,workdays November 2020
9.0,2292.0,workdays November 2020
7.0,3264.0,workdays November 2020
8.0,2604.0,workdays November 2020
12.0,2340.0,workdays November 2020
11.0,2088.0,workdays November 2020
3.0,288.0,workdays November 2020
1.0,240.0,workdays November 2020
4.0,300.0,workdays November 2020
5.0,828.0,workdays November 2020
21.0,696.0,workdays November 2020
19.0,1344.0,workdays November 2020
20.0,1092.0,workdays November 2020
0.0,252.0,workdays November 2020
