,0,1
0,7.770180487159431,7.777864860155285
1,-0.30929667628414725,-0.2959205397082604
2,-0.9895795028372026,-0.9760463501120106
3,-0.23470383499655068,-0.226209658875275
4,-0.37857126855522044,-0.3628593270693817
5,-0.1873436414905598,-0.17289693001399767
6,0.07800489397320232,0.08848642750905933
7,0.005572559224224553,0.01685367044777833
8,0.07256701844653306,0.08380405178763094
9,0.05114223762421174,0.06514843462648963
10,-0.007699978522205273,0.00689540533201305
11,-0.018550808051660997,-0.005936862765722846
12,-0.03558831728576794,-0.018577343549824404
13,-0.017399287646192828,-0.004386989279601769
14,-0.021657988180069844,-0.007515003607775637
15,9.08541972443641,9.648648196002455
