,0,1
0,7.771071432586141,7.776861909439918
1,-0.3110472395149966,-0.294043551471745
2,-0.9881549407538969,-0.977872012724695
3,-0.23635351051907016,-0.22268585607752384
4,-0.3801343002999851,-0.36121237888723146
5,-0.19232347994464805,-0.16912734135531088
6,0.07812630989358954,0.08735076499416766
7,0.0026238377853810904,0.018823865094264897
8,0.06905802421052003,0.08866435702155877
9,0.05104085954968659,0.06607629768259636
10,-0.007093053503564759,0.008876319414391381
11,-0.018355210171113426,-0.0052630189034026855
12,-0.03779881576659605,-0.021196423119128418
13,-0.017015058322516395,-0.006581819174845692
14,-0.022013109878567107,-0.007472223946444336
15,9.00652750680427,9.698783470489586
